"has_null","wave","gender","age","age_o","d_age","d_d_age","race","race_o","samerace","importance_same_race","importance_same_religion","d_importance_same_race","d_importance_same_religion","field","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","d_pref_o_attractive","d_pref_o_sincere","d_pref_o_intelligence","d_pref_o_funny","d_pref_o_ambitious","d_pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","d_attractive_o","d_sinsere_o","d_intelligence_o","d_funny_o","d_ambitous_o","d_shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","d_attractive_important","d_sincere_important","d_intellicence_important","d_funny_important","d_ambtition_important","d_shared_interests_important","attractive","sincere","intelligence","funny","ambition","d_attractive","d_sincere","d_intelligence","d_funny","d_ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","d_attractive_partner","d_sincere_partner","d_intelligence_partner","d_funny_partner","d_ambition_partner","d_shared_interests_partner","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","d_sports","d_tvsports","d_exercise","d_dining","d_museums","d_art","d_hiking","d_gaming","d_clubbing","d_reading","d_tv","d_theater","d_movies","d_concerts","d_music","d_shopping","d_yoga","interests_correlate","d_interests_correlate","expected_happy_with_sd_people","expected_num_interested_in_me","expected_num_matches","d_expected_happy_with_sd_people","d_expected_num_interested_in_me","d_expected_num_matches","like","guess_prob_liked","d_like","d_guess_prob_liked","met","decision","decision_o","match"
1,2,male,30,22,8,[7-37],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,20,22,18,15,15,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],4,8,6,3,6,?,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],8,8,8,8,8,?,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.57,[-1-0],7,3,?,[7-10],[0-3],[0-2],8,?,[6-8],[0-4],0,0,0,0
1,2,male,30,23,7,[7-37],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,10,20,20,20,20,10,[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],8,9,8,5,9,5,[6-8],[9-10],[6-8],[0-5],[9-10],[0-5],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],10,10,10,10,10,?,[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.44,[-1-0],7,3,?,[7-10],[0-3],[0-2],7,?,[6-8],[0-4],0,0,0,0
1,2,male,30,24,6,[4-6],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,35,10,20,20,10,5,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],3,6,6,3,6,2,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],8,8,8,8,8,?,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.43,[-1-0],7,3,?,[7-10],[0-3],[0-2],8,?,[6-8],[0-4],0,0,0,0
1,2,male,30,27,3,[2-3],'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,[0-1],[0-1],law,50,0,50,0,0,0,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],7,8,9,?,9,7,[6-8],[6-8],[9-10],[0-5],[9-10],[6-8],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],10,10,10,10,10,?,[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.22,[-1-0],7,3,?,[7-10],[0-3],[0-2],8,?,[6-8],[0-4],0,0,0,0
1,2,male,30,30,0,[0-1],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,30,20,30,10,0,10,[21-100],[16-20],[21-100],[0-15],[0-15],[0-15],2,6,7,4,6,2,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],10,10,10,10,10,?,[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],0.41,[0.33-1],7,3,?,[7-10],[0-3],[0-2],8,?,[6-8],[0-4],0,1,0,0
1,2,male,30,21,9,[7-37],'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,[0-1],[0-1],law,30,5,30,15,15,5,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],3,4,7,4,4,?,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],10,10,10,10,10,?,[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.2,[-1-0],7,3,?,[7-10],[0-3],[0-2],8,?,[6-8],[0-4],0,1,0,0
1,2,male,30,25,5,[4-6],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,20,23,23,22,7,5,[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],5,9,8,6,7,6,[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],10,5,10,5,5,?,[9-10],[0-5],[9-10],[0-5],[0-5],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.27,[-1-0],7,3,?,[7-10],[0-3],[0-2],?,?,[0-5],[0-4],0,0,0,0
1,2,male,30,26,4,[4-6],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,20,25,20,15,15,5,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],1,2,2,1,8,2,[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],5,5,5,5,5,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.39,[-1-0],7,3,?,[7-10],[0-3],[0-2],?,?,[0-5],[0-4],0,0,0,0
1,2,male,30,27,3,[2-3],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,10,10,30,25,10,15,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],2,5,6,3,4,3,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],5,5,5,5,5,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.14,[-1-0],7,3,?,[7-10],[0-3],[0-2],?,?,[0-5],[0-4],0,0,0,0
1,2,male,30,23,7,[7-37],'Asian/Pacific Islander/Asian-American','Black/African American',0,1,1,[0-1],[0-1],law,50,10,20,10,10,0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],1,1,10,1,10,1,[0-5],[0-5],[9-10],[0-5],[9-10],[0-5],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],5,5,5,5,5,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.19,[-1-0],7,3,?,[7-10],[0-3],[0-2],?,?,[0-5],[0-4],0,0,0,0
1,2,male,30,24,6,[4-6],'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,1,1,[0-1],[0-1],law,20,20,20,15,15,10,[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],3,10,9,6,8,?,[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],30,20,10,30,0,10,[21-100],[16-20],[0-15],[21-100],[0-15],[0-15],5,7,5,8,5,[0-5],[6-8],[0-5],[6-8],[0-5],5,5,5,10,5,?,[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.43,[-1-0],7,3,?,[7-10],[0-3],[0-2],?,1,[0-5],[0-4],0,0,0,0
0,2,male,23,21,2,[2-3],'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,6,[0-1],[6-10],'Mechanical Engineering',12,18,20,16,16,18,[0-15],[16-20],[16-20],[16-20],[16-20],[16-20],8,9,8,8,7,6,[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],3,10,9,5,9,2,[0-5],[9-10],[9-10],[0-5],[9-10],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.46,[0.33-1],6,3,1,[5-6],[0-3],[0-2],6,7,[6-8],[7-10],0,0,1,0
0,2,male,23,27,4,[4-6],'Asian/Pacific Islander/Asian-American','Black/African American',0,1,6,[0-1],[6-10],'Mechanical Engineering',20,20,20,10,10,20,[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],5,6,6,5,6,3,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],3,6,8,5,5,1,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.44,[0.33-1],6,3,1,[5-6],[0-3],[0-2],2,1,[0-5],[0-4],0,0,0,0
1,2,male,23,21,2,[2-3],'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,6,[0-1],[6-10],'Mechanical Engineering',10,20,40,10,10,10,[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],6,6,7,6,6,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],6,10,9,8,9,?,[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.41,[0.33-1],6,3,1,[5-6],[0-3],[0-2],8,8,[6-8],[7-10],0,0,1,0
1,2,male,23,27,4,[4-6],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',10,20,20,15,20,15,[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],6,8,?,7,?,?,[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],7,6,7,9,8,2,[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.09,[0-0.33],6,3,1,[5-6],[0-3],[0-2],3,1,[0-5],[0-4],0,0,0,0
1,2,male,23,25,2,[2-3],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',20,20,15,15,15,15,[16-20],[16-20],[0-15],[0-15],[0-15],[0-15],6,7,8,7,9,7,[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],8,9,7,7,5,?,[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.58,[0.33-1],6,3,1,[5-6],[0-3],[0-2],8,6,[6-8],[5-6],0,1,0,0
1,2,male,23,23,0,[0-1],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',20,20,20,15,15,10,[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],2,5,5,3,7,3,[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],7,8,8,9,8,?,[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.04,[0-0.33],6,3,1,[5-6],[0-3],[0-2],7,4,[6-8],[0-4],0,1,0,0
1,2,male,23,22,1,[0-1],'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,1,6,[0-1],[6-10],'Mechanical Engineering',17,10,18,20,25,10,[16-20],[0-15],[16-20],[16-20],[21-100],[0-15],1,4,6,2,6,1,[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],8,9,8,9,8,?,[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],-0.07,[-1-0],6,3,1,[5-6],[0-3],[0-2],9,6,[9-10],[5-6],0,1,0,0
1,2,male,23,26,3,[2-3],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',?,?,?,?,?,?,[0-15],[0-15],[0-15],[0-15],[0-15],[0-15],3,5,8,5,8,3,[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],7,10,9,8,9,?,[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],?,[-1-0],6,3,1,[5-6],[0-3],[0-2],8,6,[6-8],[5-6],0,1,0,0
1,2,male,23,22,1,[0-1],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',20,22,18,15,15,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,8,7,5,5,?,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],3,8,7,5,8,?,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.1,[0-0.33],6,3,1,[5-6],[0-3],[0-2],4,1,[0-5],[0-4],0,0,0,0
1,2,male,23,23,0,[0-1],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',10,20,20,20,20,10,[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],6,7,8,7,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],4,7,7,6,6,?,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.46,[0.33-1],6,3,1,[5-6],[0-3],[0-2],6,2,[6-8],[0-4],0,0,0,0
1,2,male,23,24,1,[0-1],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',35,10,20,20,10,5,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],4,5,6,5,6,4,[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],8,7,8,2,9,?,[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.47,[0.33-1],6,3,1,[5-6],[0-3],[0-2],4,3,[0-5],[0-4],0,0,0,0
1,2,male,23,27,4,[4-6],'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,6,[0-1],[6-10],'Mechanical Engineering',50,0,50,0,0,0,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],5,6,6,7,8,?,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],5,9,10,8,10,4,[0-5],[9-10],[9-10],[6-8],[9-10],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.54,[0.33-1],6,3,1,[5-6],[0-3],[0-2],5,4,[0-5],[0-4],0,0,0,0
0,2,male,23,30,7,[7-37],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',30,20,30,10,0,10,[21-100],[16-20],[21-100],[0-15],[0-15],[0-15],6,8,6,6,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],6,10,10,8,10,6,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.77,[0.33-1],6,3,1,[5-6],[0-3],[0-2],6,2,[6-8],[0-4],0,0,0,0
0,2,male,23,21,2,[2-3],'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,6,[0-1],[6-10],'Mechanical Engineering',30,5,30,15,15,5,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],5,4,5,6,7,6,[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],6,9,7,6,6,3,[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.35,[0.33-1],6,3,1,[5-6],[0-3],[0-2],5,6,[0-5],[5-6],0,0,0,0
0,2,male,23,25,2,[2-3],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',20,23,23,22,7,5,[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],6,8,9,8,7,9,[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],3,8,7,7,10,4,[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.19,[0-0.33],6,3,1,[5-6],[0-3],[0-2],4,1,[0-5],[0-4],0,0,0,0
1,2,male,23,26,3,[2-3],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',20,25,20,15,15,5,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],2,2,4,1,5,1,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],4,7,7,5,6,?,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.29,[0-0.33],6,3,1,[5-6],[0-3],[0-2],4,3,[0-5],[0-4],0,0,0,0
1,2,male,23,27,4,[4-6],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,[0-1],[6-10],'Mechanical Engineering',10,10,30,25,10,15,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],4,4,6,7,5,4,[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],4,8,9,6,4,?,[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.07,[0-0.33],6,3,1,[5-6],[0-3],[0-2],4,2,[0-5],[0-4],0,0,1,0
1,2,male,23,23,0,[0-1],'Asian/Pacific Islander/Asian-American','Black/African American',0,1,6,[0-1],[6-10],'Mechanical Engineering',50,10,20,10,10,0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],8,8,10,7,7,7,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],20,25,20,15,10,10,[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],6,9,6,8,4,[6-8],[9-10],[6-8],[6-8],[0-5],6,10,9,8,10,?,[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],0.13,[0-0.33],6,3,1,[5-6],[0-3],[0-2],8,5,[6-8],[5-6],0,0,0,0
