gender,age,age_o,samerace,importance_same_race,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,met,decision_o
0,25,30,0,3,19.15,21.28,17.02,17.02,12.77,12.77,4,6,6,5,6,6,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,8,8,9,9,9,10,10,0,0
0,25,24,1,3,15.38,17.31,17.31,19.23,13.46,17.31,4,4,4,3,3,3,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,9,10,8,8,8,5,9,0,0
0,25,22,0,3,15.38,19.23,19.23,17.31,17.31,11.54,6,8,9,6,10,6,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,9,10,8,8,8,5,9,0,1
0,25,22,0,3,16.07,17.86,17.86,17.86,17.86,12.5,7,7,8,9,8,8,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,6,8,9,9,9,5,9,1,0
0,25,24,0,3,20,22.5,17.5,22.5,10,7.5,7,6,7,6,6,7,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,6,6,6,7,6,10,6,0,0
0,24,23,0,4,12.24,20.41,16.33,14.29,20.41,16.33,2,8,8,7,8,6,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,7,6,6,6,5,7,6,0,0
0,24,28,1,4,13.04,21.74,19.57,17.39,15.22,13.04,7,8,7,6,5,6,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,8,7,7,6,7,8,7,0,1
0,24,22,0,4,15.09,16.98,16.98,16.98,18.87,15.09,2,6,7,2,4,2,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,5,5,7,8,5,2,4,0,0
0,24,30,0,4,19.15,21.28,17.02,17.02,12.77,12.77,4,8,7,6,6,7,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,7,7,7,8,7,6,6,0,0
0,24,24,0,4,20,22.5,17.5,22.5,10,7.5,8,8,8,7,6,5,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,7,7,6,6,5,3,4,0,0
0,21,29,0,1,9.52,23.81,16.67,16.67,16.67,16.67,5,5,5,5,5,5,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,4,5,5,5,5,5,2,0,1
0,21,23,0,1,12.24,20.41,16.33,14.29,20.41,16.33,4,7,7,7,7,7,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,6,5,6,5,5,5,4,0,1
0,21,28,0,1,13.04,21.74,19.57,17.39,15.22,13.04,7,5,6,8,6,4,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,6,5,7,5,5,7,4,0,0
0,21,22,1,1,15.09,16.98,16.98,16.98,18.87,15.09,1,6,6,3,4,2,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,3,4,5,5,5,5,2,0,0
0,21,30,0,1,19.15,21.28,17.02,17.02,12.77,12.77,4,8,7,6,7,6,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,7,6,6,6,5,6,3,0,0
0,21,24,0,1,15.38,17.31,17.31,19.23,13.46,17.31,7,8,8,7,8,5,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,8,8,5,8,5,8,6,0,0
0,21,22,0,1,15.38,19.23,19.23,17.31,17.31,11.54,4,4,4,4,4,4,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,6,7,5,6,2,5,3,0,0
0,21,22,0,1,16.07,17.86,17.86,17.86,17.86,12.5,1,7,8,9,10,9,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,5,7,7,6,7,5,2,0,0
0,21,24,1,1,20,22.5,17.5,22.5,10,7.5,6,7,7,7,7,6,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,4,5,5,5,5,5,3,0,0
0,27,29,0,6,9.52,23.81,16.67,16.67,16.67,16.67,5,5,5,5,5,5,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,5,8,7,5,5,4,5,0,1
0,27,23,1,6,12.24,20.41,16.33,14.29,20.41,16.33,4,7,7,6,6,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,6,6,5,5,4,5,6,0,1
0,27,28,0,6,13.04,21.74,19.57,17.39,15.22,13.04,6,7,7,5,5,3,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,8,8,5,6,4,5,7,0,0
0,27,22,0,6,15.09,16.98,16.98,16.98,18.87,15.09,4,6,6,3,5,4,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,5,6,6,5,9,5,5,0,0
0,27,30,0,6,19.15,21.28,17.02,17.02,12.77,12.77,4,8,7,5,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,7,8,8,8,8,7,8,0,0
0,27,24,0,6,15.38,17.31,17.31,19.23,13.46,17.31,7,6,7,6,6,5,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,6,8,8,6,6,5,6,0,0
0,27,22,0,6,15.38,19.23,19.23,17.31,17.31,11.54,5,10,8,8,9,4,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,6,7,7,6,7,6,6,0,1
0,27,22,0,6,16.07,17.86,17.86,17.86,17.86,12.5,6,8,8,8,9,8,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,5,7,6,6,7,5,6,0,0
0,27,24,0,6,20,22.5,17.5,22.5,10,7.5,6,8,8,7,6,9,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,6,8,7,7,7,6,7,0,0
0,25,23,0,1,12.24,20.41,16.33,14.29,20.41,16.33,7,8,7,7,5,7,15.56,20,20,20,13.33,11.11,7,7,7,7,7,9,8,8,9,8,10,7,1,1
0,25,30,0,1,19.15,21.28,17.02,17.02,12.77,12.77,7,6,7,7,7,7,15.56,20,20,20,13.33,11.11,7,7,7,7,7,10,8,10,9,9,5,9,0,1
0,25,24,1,1,20,22.5,17.5,22.5,10,7.5,7,7,7,9,9,9,15.56,20,20,20,13.33,11.11,7,7,7,7,7,8,3,8,8,4,1,6,1,0
0,28,29,0,6,9.52,23.81,16.67,16.67,16.67,16.67,5,6,5,7,7,6,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,8,7,6,6,8,5,0,1
0,28,23,0,6,12.24,20.41,16.33,14.29,20.41,16.33,1,7,8,8,8,8,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,9,8,7,8,8,5,0,1
0,28,28,0,6,13.04,21.74,19.57,17.39,15.22,13.04,8,6,7,8,7,6,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,7,8,7,7,8,7,6,0,1
0,28,22,1,6,15.09,16.98,16.98,16.98,18.87,15.09,7,7,7,6,8,7,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,7,7,6,6,6,5,0,1
0,28,30,0,6,19.15,21.28,17.02,17.02,12.77,12.77,4,7,6,4,6,5,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,8,8,9,8,8,6,7,0,0
0,28,24,0,6,15.38,17.31,17.31,19.23,13.46,17.31,8,7,8,8,8,7,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,7,8,7,7,8,7,6,0,0
0,28,22,0,6,15.38,19.23,19.23,17.31,17.31,11.54,8,9,8,8,8,4,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,8,8,8,8,8,5,7,0,1
0,28,22,0,6,16.07,17.86,17.86,17.86,17.86,12.5,9,9,9,9,9,8,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,7,7,7,8,5,6,0,1
0,28,24,1,6,20,22.5,17.5,22.5,10,7.5,7,7,7,7,7,7,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,7,7,6,6,6,5,0,1
0,24,29,0,2,9.52,23.81,16.67,16.67,16.67,16.67,6,5,6,7,7,7,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,3,8,8,4,6,3,4,0,1
0,24,23,0,2,12.24,20.41,16.33,14.29,20.41,16.33,1,5,7,8,7,8,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,4,8,7,6,4,5,6,0,0
0,24,28,0,2,13.04,21.74,19.57,17.39,15.22,13.04,8,7,9,6,7,7,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,8,9,3,9,3,5,0,1
0,24,22,1,2,15.09,16.98,16.98,16.98,18.87,15.09,7,7,8,8,8,7,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,6,8,6,7,9,4,6,0,1
0,24,30,0,2,19.15,21.28,17.02,17.02,12.77,12.77,6,6,6,6,5,4,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,7,8,8,6,4,7,0,0
0,24,24,0,2,15.38,17.31,17.31,19.23,13.46,17.31,9,8,8,9,8,9,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,7,8,8,6,4,7,0,1
0,24,22,0,2,15.38,19.23,19.23,17.31,17.31,11.54,6,4,4,9,5,9,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,7,6,5,6,3,3,0,0
0,24,22,0,2,16.07,17.86,17.86,17.86,17.86,12.5,8,9,9,9,9,8,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,3,8,7,6,7,3,5,0,1
0,24,24,1,2,20,22.5,17.5,22.5,10,7.5,8,8,8,8,8,8,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,5,7,6,5,5,6,6,0,1
0,25,29,1,2,9.52,23.81,16.67,16.67,16.67,16.67,6,5,6,7,7,7,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3,9,7,5,6,6,7,0,1
0,25,23,0,2,12.24,20.41,16.33,14.29,20.41,16.33,4,6,7,6,7,7,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,5,8,8,6,8,9,8,1,1
0,25,28,1,2,13.04,21.74,19.57,17.39,15.22,13.04,7,8,8,6,7,6,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6,9,9,3,9,6,5,0,1
0,25,22,0,2,15.09,16.98,16.98,16.98,18.87,15.09,5,7,7,6,7,5,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6,8,8,6,8,7,8,0,0
0,25,30,0,2,19.15,21.28,17.02,17.02,12.77,12.77,5,7,7,8,8,7,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,9,9,9,8,8,8,9,0,0
0,25,24,1,2,15.38,17.31,17.31,19.23,13.46,17.31,7,7,7,8,6,5,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,7,8,8,6,7,8,8,0,0
0,25,22,0,2,15.38,19.23,19.23,17.31,17.31,11.54,8,8,9,8,9,9,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,8,10,8,6,9,9,8,0,1
0,25,22,0,2,16.07,17.86,17.86,17.86,17.86,12.5,5,8,9,9,9,6,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3,9,7,6,8,6,8,0,0
0,25,24,0,2,20,22.5,17.5,22.5,10,7.5,7,8,7,6,6,6,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6,8,7,7,6,6,7,0,0
1,24,23,1,9,17.02,21.28,17.02,21.28,14.89,8.51,7,8,6,7,8,3,16,16,20,16,18,14,9,10,8,10,10,7,8,10,8,10,7,7,0,0
1,24,26,0,9,14.89,19.15,21.28,19.15,14.89,10.64,3,4,4,3,3,4,16,16,20,16,18,14,9,10,8,10,10,9,9,9,9,9,7,8,0,0
1,24,27,1,9,7.5,17.5,20,22.5,12.5,20,5,5,7,5,5,5,16,16,20,16,18,14,9,10,8,10,10,4,8,8,6,8,5,5,0,0
1,24,26,1,9,21.28,17.02,21.28,12.77,6.38,21.28,3,9,9,4,7,6,16,16,20,16,18,14,9,10,8,10,10,8,8,10,7,10,9,6,0,0
1,24,24,1,9,20.51,5.13,23.08,12.82,17.95,20.51,2,6,4,5,4,4,16,16,20,16,18,14,9,10,8,10,10,8,9,10,7,10,7,6,0,0
1,24,25,0,9,16.67,16.67,16.67,16.67,14.81,18.52,5,8,8,7,9,0,16,16,20,16,18,14,9,10,8,10,10,6,10,10,9,10,7,7,0,0
1,24,27,0,9,15.56,17.78,17.78,17.78,17.78,13.33,4,3,6,7,6,5,16,16,20,16,18,14,9,10,8,10,10,8,10,10,8,10,7,8,0,1
1,24,27,1,9,9.52,19.05,23.81,19.05,4.76,23.81,7,4,4,4,7,2,16,16,20,16,18,14,9,10,8,10,10,3,10,9,6,8,5,5,0,0
1,24,28,1,9,17.39,17.39,19.57,19.57,10.87,15.22,7,7,7,8,6,7,16,16,20,16,18,14,9,10,8,10,10,6,10,10,7,10,6,6,0,1
1,24,32,1,9,17.24,17.24,17.24,17.24,13.79,17.24,5,8,7,7,6,7,16,16,20,16,18,14,9,10,8,10,10,7,9,10,8,9,9,7,0,0
1,24,28,0,9,14.71,14.71,14.71,14.71,20.59,20.59,6,4,5,5,3,4,16,16,20,16,18,14,9,10,8,10,10,7,10,10,8,9,6,7,0,0
1,24,23,1,9,25.64,17.95,15.38,20.51,10.26,10.26,4,5,5,4,5,4,16,16,20,16,18,14,9,10,8,10,10,10,8,8,8,8,7,7,0,0
1,24,26,1,9,20,16,18,16,16,14,4,6,6,5,5,5,16,16,20,16,18,14,9,10,8,10,10,10,8,7,7,9,6,7,0,0
1,24,24,0,9,13.51,18.92,21.62,13.51,13.51,18.92,6,7,6,4,6,5,16,16,20,16,18,14,9,10,8,10,10,7,10,10,6,10,5,6,0,0
1,24,28,1,9,21.43,16.67,21.43,16.67,11.9,11.9,1,5,5,3,5,3,16,16,20,16,18,14,9,10,8,10,10,8,9,8,6,7,7,7,0,0
1,24,42,1,9,23.81,23.81,23.81,23.81,2.38,2.38,3,5,5,2,2,2,16,16,20,16,18,14,9,10,8,10,10,6,10,9,8,8,6,5,0,0
1,24,30,0,9,18.6,20.93,23.26,23.26,2.33,11.63,5,4,6,5,6,4,16,16,20,16,18,14,9,10,8,10,10,8,10,9,8,8,7,7,0,0
1,24,31,1,9,17.78,17.78,17.78,17.78,13.33,15.56,5,5,5,4,3,5,16,16,20,16,18,14,9,10,8,10,10,5,10,9,6,7,6,5,0,0
1,27,23,1,3,17.02,21.28,17.02,21.28,14.89,8.51,9,8,7,7,7,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,8,7,10,8,9,9,10,1,0
1,27,26,0,3,14.89,19.15,21.28,19.15,14.89,10.64,5,9,8,9,7,9,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,7,8,9,9,8,9,10,0,1
1,27,27,1,3,7.5,17.5,20,22.5,12.5,20,7,7,9,8,8,4,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,5,8,7,6,8,6,6,0,1
1,27,26,1,3,21.28,17.02,21.28,12.77,6.38,21.28,6,5,9,4,6,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,9,6,10,7,9,6,6,0,1
1,27,24,1,3,20.51,5.13,23.08,12.82,17.95,20.51,6,7,7,5,6,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,10,10,5,9,6,7,0,1
1,27,26,1,3,16.28,16.28,18.6,16.28,16.28,16.28,7,8,7,7,4,7,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,9,10,9,9,8,9,9,0,1
1,27,25,0,3,16.67,16.67,16.67,16.67,14.81,18.52,8,8,9,10,8,9,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,5,10,9,8,9,6,9,0,1
1,27,27,0,3,15.56,17.78,17.78,17.78,17.78,13.33,7,8,8,8,5,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,7,8,7,7,8,6,7,0,1
1,27,27,1,3,9.52,19.05,23.81,19.05,4.76,23.81,6,3,8,3,3,2,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,4,5,10,5,6,4,5,0,0
1,27,28,1,3,17.39,17.39,19.57,19.57,10.87,15.22,6,8,6,7,6,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,8,10,5,7,6,8,0,1
1,27,32,1,3,17.24,17.24,17.24,17.24,13.79,17.24,7,6,7,7,7,8,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,8,8,10,6,7,7,8,0,0
1,27,28,0,3,14.71,14.71,14.71,14.71,20.59,20.59,6,7,7,7,6,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,7,8,9,8,7,8,0,1
1,27,23,1,3,25.64,17.95,15.38,20.51,10.26,10.26,6,7,7,8,6,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,10,9,9,8,9,6,7,0,0
1,27,26,1,3,20,16,18,16,16,14,6,4,8,8,5,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,9,7,7,6,6,6,7,0,1
1,27,24,0,3,13.51,18.92,21.62,13.51,13.51,18.92,6,6,6,7,6,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,8,9,10,5,5,5,6,0,1
1,27,28,1,3,21.43,16.67,21.43,16.67,11.9,11.9,8,9,7,9,5,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,8,8,9,9,8,6,7,0,1
1,27,42,1,3,23.81,23.81,23.81,23.81,2.38,2.38,8,7,7,7,6,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,7,6,6,6,5,5,0,1
1,27,30,0,3,18.6,20.93,23.26,23.26,2.33,11.63,6,8,8,8,4,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,10,9,8,10,9,9,0,1
1,27,31,1,3,17.78,17.78,17.78,17.78,13.33,15.56,7,8,8,8,6,7,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,5,6,7,4,6,4,5,0,1
1,25,23,0,1,17.02,21.28,17.02,21.28,14.89,8.51,7,8,8,7,9,5,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,5,8,7,9,8,5,6,1,1
1,25,26,1,1,14.89,19.15,21.28,19.15,14.89,10.64,5,8,5,3,3,3,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,5,6,7,6,7,5,6,0,0
1,25,26,0,1,21.28,17.02,21.28,12.77,6.38,21.28,4,7,8,5,4,6,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,6,8,7,6,7,9,8,1,0
1,25,26,0,1,16.28,16.28,18.6,16.28,16.28,16.28,8,7,7,5,5,7,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,6,7,7,7,7,8,7,1,1
1,25,27,0,1,9.52,19.05,23.81,19.05,4.76,23.81,7,6,5,3,4,5,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,2,6,4,2,1,2,2,0,1
1,25,28,0,1,14.71,14.71,14.71,14.71,20.59,20.59,6,5,5,3,2,3,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,3,4,4,4,5,2,2,0,0
1,25,23,0,1,25.64,17.95,15.38,20.51,10.26,10.26,5,8,7,4,6,5,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,5,4,5,5,5,3,3,0,0
1,25,26,0,1,20,16,18,16,16,14,5,7,7,6,5,3,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,5,5,4,2,3,3,3,0,0
1,24,23,0,2,17.02,21.28,17.02,21.28,14.89,8.51,8,8,9,6,8,5,14,18,20,18,16,14,7,8,9,9,7,7,7,7,7,7,4,4,0,1
1,24,26,0,2,14.89,19.15,21.28,19.15,14.89,10.64,7,9,9,6,7,4,14,18,20,18,16,14,7,8,9,9,7,8,8,8,8,8,1,4,0,1
1,24,27,0,2,7.5,17.5,20,22.5,12.5,20,6,8,8,6,6,3,14,18,20,18,16,14,7,8,9,9,7,7,6,7,7,7,4,4,0,0
1,24,26,0,2,21.28,17.02,21.28,12.77,6.38,21.28,7,7,9,7,7,7,14,18,20,18,16,14,7,8,9,9,7,8,9,9,7,9,4,7,0,1
1,24,24,0,2,20.51,5.13,23.08,12.82,17.95,20.51,3,3,4,4,4,3,14,18,20,18,16,14,7,8,9,9,7,7,8,7,6,8,3,4,0,0
1,24,26,0,2,16.28,16.28,18.6,16.28,16.28,16.28,6,8,6,5,5,6,14,18,20,18,16,14,7,8,9,9,7,7,7,8,6,7,4,4,0,1
1,24,25,1,2,16.67,16.67,16.67,16.67,14.81,18.52,8,8,7,8,9,10,14,18,20,18,16,14,7,8,9,9,7,7,7,7,7,7,5,4,0,1
1,24,27,0,2,15.56,17.78,17.78,17.78,17.78,13.33,7,6,7,6,6,5,14,18,20,18,16,14,7,8,9,9,7,7,7,7,7,7,4,4,0,1
1,24,27,0,2,9.52,19.05,23.81,19.05,4.76,23.81,8,4,7,6,7,5,14,18,20,18,16,14,7,8,9,9,7,7,7,7,7,7,4,4,0,1
1,24,32,0,2,17.24,17.24,17.24,17.24,13.79,17.24,5,8,8,10,5,7,14,18,20,18,16,14,7,8,9,9,7,8,8,8,7,7,4,5,0,1
1,24,28,0,2,14.71,14.71,14.71,14.71,20.59,20.59,6,6,6,5,6,8,14,18,20,18,16,14,7,8,9,9,7,7,7,7,7,7,4,4,0,1
1,24,23,0,2,25.64,17.95,15.38,20.51,10.26,10.26,8,8,8,8,7,7,14,18,20,18,16,14,7,8,9,9,7,7,8,8,8,8,2,6,0,1
1,24,26,0,2,20,16,18,16,16,14,7,7,7,7,7,7,14,18,20,18,16,14,7,8,9,9,7,7,7,7,7,7,3,5,0,1
1,24,24,0,2,13.51,18.92,21.62,13.51,13.51,18.92,5,6,6,6,7,5,14,18,20,18,16,14,7,8,9,9,7,7,7,7,7,7,4,5,0,0
1,24,28,0,2,21.43,16.67,21.43,16.67,11.9,11.9,4,8,8,5,4,3,14,18,20,18,16,14,7,8,9,9,7,7,7,7,7,7,4,4,0,0
1,24,42,0,2,23.81,23.81,23.81,23.81,2.38,2.38,7,6,7,6,5,5,14,18,20,18,16,14,7,8,9,9,7,7,7,7,6,7,3,4,0,1
1,24,30,0,2,18.6,20.93,23.26,23.26,2.33,11.63,9,5,6,6,6,9,14,18,20,18,16,14,7,8,9,9,7,10,10,10,10,10,10,10,1,1
1,24,31,0,2,17.78,17.78,17.78,17.78,13.33,15.56,10,10,9,10,8,8,14,18,20,18,16,14,7,8,9,9,7,10,10,10,10,10,10,10,1,1
1,23,23,0,8,17.02,21.28,17.02,21.28,14.89,8.51,6,7,7,6,7,4,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,4,5,5,5,5,5,4,0,0
1,23,26,1,8,14.89,19.15,21.28,19.15,14.89,10.64,3,7,5,6,5,4,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,4,5,5,6,6,5,6,0,0
1,23,27,0,8,7.5,17.5,20,22.5,12.5,20,8,8,8,8,8,7,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,3,4,5,6,6,7,5,0,1
1,23,26,0,8,21.28,17.02,21.28,12.77,6.38,21.28,3,7,6,3,5,3,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,6,5,7,5,5,6,4,0,0
1,23,24,0,8,20.51,5.13,23.08,12.82,17.95,20.51,3,7,5,3,4,2,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,5,4,5,5,4,5,4,0,0
1,23,26,0,8,16.28,16.28,18.6,16.28,16.28,16.28,3,6,5,5,5,3,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,5,4,5,4,4,4,4,0,0
1,23,25,0,8,16.67,16.67,16.67,16.67,14.81,18.52,8,8,8,9,8,8,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,3,2,8,4,5,4,2,0,0
1,23,27,1,8,15.56,17.78,17.78,17.78,17.78,13.33,3,5,6,3,7,3,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,3,5,6,4,5,5,3,0,0
1,23,27,0,8,9.52,19.05,23.81,19.05,4.76,23.81,4,7,8,5,6,2,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,2,3,4,2,3,2,2,0,0
1,23,28,0,8,17.39,17.39,19.57,19.57,10.87,15.22,6,8,8,3,4,5,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,4,4,4,4,4,5,4,0,0
1,23,32,0,8,17.24,17.24,17.24,17.24,13.79,17.24,5,6,6,5,6,5,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,4,5,5,4,3,3,4,0,0
1,23,28,0,8,14.71,14.71,14.71,14.71,20.59,20.59,4,5,6,2,3,4,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,4,6,7,7,6,6,5,0,0
1,23,23,0,8,25.64,17.95,15.38,20.51,10.26,10.26,3,7,6,3,6,3,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,8,7,7,6,6,6,6,0,0
1,23,26,0,8,20,16,18,16,16,14,3,3,5,4,4,2,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,5,5,5,5,5,5,6,1,0
1,23,24,1,8,13.51,18.92,21.62,13.51,13.51,18.92,6,9,7,3,8,4,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,8,8,8,8,8,5,6,0,1
1,23,28,0,8,21.43,16.67,21.43,16.67,11.9,11.9,3,4,5,2,2,2,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,6,6,8,6,6,5,6,0,0
1,23,42,0,8,23.81,23.81,23.81,23.81,2.38,2.38,9,8,8,7,5,6,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,5,5,5,5,5,6,5,0,1
1,23,30,0,8,18.6,20.93,23.26,23.26,2.33,11.63,3,6,5,1,7,5,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,5,5,5,4,4,5,5,0,0
1,23,31,0,8,17.78,17.78,17.78,17.78,13.33,15.56,3,6,5,4,4,2,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,4,4,4,4,4,2,2,0,0
1,30,23,1,2,17.02,21.28,17.02,21.28,14.89,8.51,8,6,7,6,7,6,17.5,17.5,20,12.5,20,12.5,9,7,7,9,9,2,10,10,5,6,5,7,0,1
1,30,26,0,2,14.89,19.15,21.28,19.15,14.89,10.64,5,6,6,5,6,6,17.5,17.5,20,12.5,20,12.5,9,7,7,9,9,6,6,8,6,8,5,8,0,1
1,30,27,1,2,7.5,17.5,20,22.5,12.5,20,8,7,7,6,7,5,17.5,17.5,20,12.5,20,12.5,9,7,7,9,9,1,6,6,6,7,2,3,0,1
1,30,26,1,2,21.28,17.02,21.28,12.77,6.38,21.28,9,6,7,5,6,7,17.5,17.5,20,12.5,20,12.5,9,7,7,9,9,9,9,9,8,9,8,6,0,1
1,30,24,1,2,20.51,5.13,23.08,12.82,17.95,20.51,4,4,6,6,6,5,17.5,17.5,20,12.5,20,12.5,9,7,7,9,9,4,9,9,4,9,4,6,0,0
1,30,26,1,2,16.28,16.28,18.6,16.28,16.28,16.28,6,6,6,6,5,5,17.5,17.5,20,12.5,20,12.5,9,7,7,9,9,9,10,10,10,9,10,9,0,1
