iid,pid,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
71,61,0,3,male,21,28,7,[7-37],European/Caucasian-American,European/Caucasian-American,1,6,7,[6-10],[6-10],Law,15,15,20,15,15,20,[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],6,9,8,8,8,5,[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],6,6,8,7,7,2,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],-0.47,[-1-0],9,5,2,[7-10],[4-9],[0-2],8,0,[6-8],[0-4],0,1,1,1
71,62,1,3,male,21,26,5,[4-6],European/Caucasian-American,'Latino/Hispanic American',0,6,7,[6-10],[6-10],Law,30,10,20,20,10,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],7,8,8,7,8,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],10,6,8,10,6,?,[9-10],[6-8],[6-8],[9-10],[6-8],[0-5],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],0.14,[0-0.33],9,5,2,[7-10],[4-9],[0-2],9,0,[9-10],[0-4],0,0,0,0
71,63,1,3,male,21,24,3,[2-3],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,6,7,[6-10],[6-10],Law,5,15,45,25,0,10,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],1,7,5,3,5,1,[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],6,4,6,7,?,?,[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],-0.32,[-1-0],9,5,2,[7-10],[4-9],[0-2],5,0,[0-5],[0-4],0,0,0,0
71,64,0,3,male,21,27,6,[4-6],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,6,7,[6-10],[6-10],Law,10,25,25,10,10,20,[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],5,6,6,4,7,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],7,7,9,8,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],-0.05,[-1-0],9,5,2,[7-10],[4-9],[0-2],6,0,[6-8],[0-4],0,0,1,0
71,65,0,3,male,21,23,2,[2-3],European/Caucasian-American,Other,0,6,7,[6-10],[6-10],Law,17,17,17,17,17,15,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],5,7,7,5,7,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],60,15,0,15,0,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,8,8,10,10,[6-8],[6-8],[6-8],[9-10],[9-10],8,8,9,9,8,6,[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],-0.37,[-1-0],9,5,2,[7-10],[4-9],[0-2],7,1,[6-8],[0-4],0,1,0,0
72,56,0,3,male,22,23,1,[0-1],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Engineering,17,18,18,15,17,15,[16-20],[16-20],[16-20],[0-15],[16-20],[0-15],3,10,5,3,5,4,[0-5],[9-10],[0-5],[0-5],[0-5],[0-5],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],7,8,7,5,7,5,[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.65,[0.33-1],7,9,1,[7-10],[4-9],[0-2],6,7,[6-8],[7-10],0,1,0,0
72,57,0,3,male,22,22,0,[0-1],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Engineering,10,20,20,20,15,15,[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],10,10,10,10,9,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],5,8,8,7,7,7,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.44,[0.33-1],7,9,1,[7-10],[4-9],[0-2],6,6,[6-8],[5-6],0,0,1,0
72,58,1,3,male,22,?,22,[7-37],European/Caucasian-American,?,0,8,1,[6-10],[0-1],Engineering,?,?,?,?,?,?,[0-15],[0-15],[0-15],[0-15],[0-15],[0-15],5,9,9,6,5,4,[0-5],[9-10],[9-10],[6-8],[0-5],[0-5],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],6,7,7,7,6,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],?,[-1-0],7,9,1,[7-10],[4-9],[0-2],6,4,[6-8],[0-4],0,1,0,0
72,59,1,3,male,22,?,22,[7-37],European/Caucasian-American,?,0,8,1,[6-10],[0-1],Engineering,?,?,?,?,?,?,[0-15],[0-15],[0-15],[0-15],[0-15],[0-15],6,6,0,0,2,2,[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],6,7,7,3,5,3,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],?,[-1-0],7,9,1,[7-10],[4-9],[0-2],3,3,[0-5],[0-4],0,0,0,0
72,60,0,3,male,22,29,7,[7-37],European/Caucasian-American,Other,0,8,1,[6-10],[0-1],Engineering,5,20,25,15,15,20,[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],10,4,8,1,1,3,[9-10],[0-5],[6-8],[0-5],[0-5],[0-5],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],5,8,7,6,5,5,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.61,[0.33-1],7,9,1,[7-10],[4-9],[0-2],5,6,[0-5],[5-6],0,0,0,0
72,61,0,3,male,22,28,6,[4-6],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Engineering,15,15,20,15,15,20,[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],7,7,8,8,8,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],5,8,7,5,6,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.41,[0.33-1],7,9,1,[7-10],[4-9],[0-2],6,7,[6-8],[7-10],0,0,0,0
72,62,0,3,male,22,26,4,[4-6],European/Caucasian-American,'Latino/Hispanic American',0,8,1,[6-10],[0-1],Engineering,30,10,20,20,10,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],7,7,6,6,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],7,7,7,7,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.33,[0-0.33],7,9,1,[7-10],[4-9],[0-2],7,5,[6-8],[5-6],0,1,0,0
72,63,0,3,male,22,24,2,[2-3],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,1,[6-10],[0-1],Engineering,5,15,45,25,0,10,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],3,8,5,3,7,1,[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],5,8,8,5,7,6,[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.21,[0-0.33],7,9,1,[7-10],[4-9],[0-2],6,6,[6-8],[5-6],0,0,0,0
72,64,0,3,male,22,27,5,[4-6],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,1,[6-10],[0-1],Engineering,10,25,25,10,10,20,[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],6,6,7,6,6,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],6,7,8,4,7,6,[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.07,[0-0.33],7,9,1,[7-10],[4-9],[0-2],5,5,[0-5],[5-6],0,0,1,0
72,65,0,3,male,22,23,1,[0-1],European/Caucasian-American,Other,0,8,1,[6-10],[0-1],Engineering,17,17,17,17,17,15,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],7,7,7,7,6,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],21,20,19,20,10,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,8,8,[6-8],[9-10],[6-8],[6-8],[6-8],5,7,7,7,6,7,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.45,[0.33-1],7,9,1,[7-10],[4-9],[0-2],7,7,[6-8],[7-10],0,0,0,0
73,56,0,3,male,22,23,1,[0-1],European/Caucasian-American,European/Caucasian-American,1,7,3,[6-10],[2-5],MBA,17,18,18,15,17,15,[16-20],[16-20],[16-20],[0-15],[16-20],[0-15],4,10,9,8,9,7,[0-5],[9-10],[9-10],[6-8],[9-10],[6-8],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],7,7,6,5,4,5,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.31,[-1-0],2,4,0,[0-4],[4-9],[0-2],5,5,[0-5],[5-6],0,0,1,0
73,57,0,3,male,22,22,0,[0-1],European/Caucasian-American,European/Caucasian-American,1,7,3,[6-10],[2-5],MBA,10,20,20,20,15,15,[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],10,10,10,10,10,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],6,8,6,6,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.58,[-1-0],2,4,0,[0-4],[4-9],[0-2],5,6,[0-5],[5-6],0,0,1,0
73,58,1,3,male,22,?,22,[7-37],European/Caucasian-American,?,0,7,3,[6-10],[2-5],MBA,?,?,?,?,?,?,[0-15],[0-15],[0-15],[0-15],[0-15],[0-15],4,8,8,7,8,4,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],5,7,7,6,6,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],?,[-1-0],2,4,0,[0-4],[4-9],[0-2],4,4,[0-5],[0-4],0,0,0,0
73,59,1,3,male,22,?,22,[7-37],European/Caucasian-American,?,0,7,3,[6-10],[2-5],MBA,?,?,?,?,?,?,[0-15],[0-15],[0-15],[0-15],[0-15],[0-15],?,?,?,?,?,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],?,?,?,?,?,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],?,[-1-0],2,4,0,[0-4],[4-9],[0-2],?,?,[0-5],[0-4],?,0,0,0
73,60,1,3,male,22,29,7,[7-37],European/Caucasian-American,Other,0,7,3,[6-10],[2-5],MBA,5,20,25,15,15,20,[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],7,10,10,9,?,4,[6-8],[9-10],[9-10],[9-10],[0-5],[0-5],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],4,7,6,6,7,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.13,[-1-0],2,4,0,[0-4],[4-9],[0-2],5,7,[0-5],[7-10],0,0,1,0
73,61,1,3,male,22,28,6,[4-6],European/Caucasian-American,European/Caucasian-American,1,7,3,[6-10],[2-5],MBA,15,15,20,15,15,20,[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],6,5,7,8,9,4,[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],3,7,7,3,6,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.56,[-1-0],2,4,0,[0-4],[4-9],[0-2],3,3,[0-5],[0-4],?,0,0,0
73,62,0,3,male,22,26,4,[4-6],European/Caucasian-American,'Latino/Hispanic American',0,7,3,[6-10],[2-5],MBA,30,10,20,20,10,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],7,8,8,7,9,7,[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],7,7,7,6,5,5,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],0.14,[0-0.33],2,4,0,[0-4],[4-9],[0-2],7,6,[6-8],[5-6],0,1,0,0
73,63,0,3,male,22,24,2,[2-3],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,7,3,[6-10],[2-5],MBA,5,15,45,25,0,10,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],4,5,5,5,8,5,[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],4,8,7,6,7,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.23,[-1-0],2,4,0,[0-4],[4-9],[0-2],2,7,[0-5],[7-10],0,0,0,0
73,64,0,3,male,22,27,5,[4-6],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,7,3,[6-10],[2-5],MBA,10,25,25,10,10,20,[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],6,6,7,6,5,4,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],3,7,6,6,5,5,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.01,[-1-0],2,4,0,[0-4],[4-9],[0-2],3,1,[0-5],[0-4],0,0,1,0
73,65,0,3,male,22,23,1,[0-1],European/Caucasian-American,Other,0,7,3,[6-10],[2-5],MBA,17,17,17,17,17,15,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],7,7,7,8,8,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],30,10,20,30,0,10,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],6,8,7,7,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],-0.63,[-1-0],2,4,0,[0-4],[4-9],[0-2],6,5,[6-8],[5-6],0,0,0,0
74,56,1,3,male,25,23,2,[2-3],European/Caucasian-American,European/Caucasian-American,1,3,1,[2-5],[0-1],'Electrical Engineering',17,18,18,15,17,15,[16-20],[16-20],[16-20],[0-15],[16-20],[0-15],3,10,7,3,5,2,[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],30,0,30,30,10,0,[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],7,9,9,8,7,[6-8],[9-10],[9-10],[6-8],[6-8],8,10,8,8,10,5,[6-8],[9-10],[6-8],[6-8],[9-10],[0-5],8,3,5,9,10,10,9,6,8,10,2,9,10,8,8,3,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],-0.06,[-1-0],9,2,?,[7-10],[0-3],[0-2],7,1,[6-8],[0-4],0,0,0,0
74,57,1,3,male,25,22,3,[2-3],European/Caucasian-American,European/Caucasian-American,1,3,1,[2-5],[0-1],'Electrical Engineering',10,20,20,20,15,15,[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],8,9,10,10,9,10,[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],30,0,30,30,10,0,[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],7,9,9,8,7,[6-8],[9-10],[9-10],[6-8],[6-8],7,6,6,8,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],8,3,5,9,10,10,9,6,8,10,2,9,10,8,8,3,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],0.34,[0.33-1],9,2,?,[7-10],[0-3],[0-2],5,2,[0-5],[0-4],0,0,0,0
74,58,1,3,male,25,?,25,[7-37],European/Caucasian-American,?,0,3,1,[2-5],[0-1],'Electrical Engineering',?,?,?,?,?,?,[0-15],[0-15],[0-15],[0-15],[0-15],[0-15],6,5,9,4,8,5,[6-8],[0-5],[9-10],[0-5],[6-8],[0-5],30,0,30,30,10,0,[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],7,9,9,8,7,[6-8],[9-10],[9-10],[6-8],[6-8],8,8,7,8,5,9,[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],8,3,5,9,10,10,9,6,8,10,2,9,10,8,8,3,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],?,[-1-0],9,2,?,[7-10],[0-3],[0-2],7,6,[6-8],[5-6],0,1,1,1
74,59,1,3,male,25,?,25,[7-37],European/Caucasian-American,?,0,3,1,[2-5],[0-1],'Electrical Engineering',?,?,?,?,?,?,[0-15],[0-15],[0-15],[0-15],[0-15],[0-15],0,2,3,0,5,0,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],30,0,30,30,10,0,[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],7,9,9,8,7,[6-8],[9-10],[9-10],[6-8],[6-8],7,7,7,2,3,2,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],8,3,5,9,10,10,9,6,8,10,2,9,10,8,8,3,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],?,[-1-0],9,2,?,[7-10],[0-3],[0-2],3,1,[0-5],[0-4],0,0,0,0
74,60,1,3,male,25,29,4,[4-6],European/Caucasian-American,Other,0,3,1,[2-5],[0-1],'Electrical Engineering',5,20,25,15,15,20,[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],9,10,10,9,10,8,[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],30,0,30,30,10,0,[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],7,9,9,8,7,[6-8],[9-10],[9-10],[6-8],[6-8],6,8,8,7,7,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],8,3,5,9,10,10,9,6,8,10,2,9,10,8,8,3,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],0.41,[0.33-1],9,2,?,[7-10],[0-3],[0-2],5,1,[0-5],[0-4],0,0,1,0
