"","iid","pid","gender","age","age_o","samerace","importance_same_race","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","like","met","att_m","sin_m","int_m","fun_m","amb_m","sha_m","dec_m","decision_o","like_o"
"776",83,107,1,35,21,0,1,19,24,21,23,5,8,9,10,9,8,7,6,10,32,20,12,11,15,5,9,9,5,5,8,8,8,7,5,8,4,0,7.1,8,7.6,7.4,7.1,6.4,0.8,1,8
"777",83,108,1,35,24,0,1,10,20,35,20,0,15,6,7,5,7,6,4,10,32,20,12,11,15,5,9,9,5,5,5,7,9,6,7,5,5,0,7.1,8,7.6,7.4,7.1,6.4,0.8,0,6
"778",83,109,1,35,25,0,1,15,10,30,10,5,30,7,10,8,7,7,5,10,32,20,12,11,15,5,9,9,5,5,4,8,8,9,6,8,6,0,7.1,8,7.6,7.4,7.1,6.4,0.8,1,8
"779",83,111,1,35,27,0,1,20,20,20,20,10,10,3,7,6,7,5,8,10,32,20,12,11,15,5,9,9,5,5,4,8,6,8,7,8,4,0,7.1,8,7.6,7.4,7.1,6.4,0.8,0,6
"780",84,94,1,32,28,0,1,20,20,20,10,10,20,6,7,6,6,6,5,30,30,30,5,0,5,7,9,7,8,5,1,5,0,10,0,3,0,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,0,5
"781",84,95,1,32,26,0,1,18,18,18,19,13,14,5,7,6,6,6,4,30,30,30,5,0,5,7,9,7,8,5,5,8,7,5,5,4,6,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,0,5
"782",84,96,1,32,26,1,1,10,20,20,22,6,22,7,7,8,8,8,8,30,30,30,5,0,5,7,9,7,8,5,5,8,8,6,6,5,6,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,1,8
"783",84,97,1,32,29,0,1,50,7,20,23,0,0,7,7,7,7,6,6,30,30,30,5,0,5,7,9,7,8,5,4,6,7,4,7,3,4,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,1,7
"784",84,99,1,32,28,0,1,30,30,20,10,10,0,4,6,7,7,7,7,30,30,30,5,0,5,7,9,7,8,5,7,5,6,7,5,7,7,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,0,7
"785",84,100,1,32,30,0,1,20,25,25,15,5,10,5,8,9,8,7,5,30,30,30,5,0,5,7,9,7,8,5,2,5,7,4,7,5,3,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,0,6
"786",84,102,1,32,32,0,1,30,10,30,20,10,0,9,8,7,5,5,4,30,30,30,5,0,5,7,9,7,8,5,4,5,6,3,7,3,4,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,1,7
"787",84,103,1,32,26,0,1,40,5,20,10,10,15,7,7,9,8,8,7,30,30,30,5,0,5,7,9,7,8,5,5,5,5,5,5,5,4,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,0,7
"788",84,104,1,32,27,0,1,20,15,25,15,20,5,6,6,6,6,6,5,30,30,30,5,0,5,7,9,7,8,5,6,2,5,5,5,2,4,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,0,6
"789",84,105,1,32,25,0,1,30,15,20,20,0,5,7,9,9,8,7,9,30,30,30,5,0,5,7,9,7,8,5,5,5,7,8,7,5,7,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,1,6
"790",84,106,1,32,22,1,1,10,20,35,10,5,20,10,10,10,8,8,8,30,30,30,5,0,5,7,9,7,8,5,4,6,8,6,5,5,5,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,1,10
"791",84,107,1,32,21,0,1,19,24,21,23,5,8,7,7,8,6,9,4,30,30,30,5,0,5,7,9,7,8,5,4,8,8,5,7,6,7,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,0,5
"792",84,108,1,32,24,0,1,10,20,35,20,0,15,7,8,9,8,8,5,30,30,30,5,0,5,7,9,7,8,5,4,0,8,7,7,6,7,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,1,7
"793",84,109,1,32,25,0,1,15,10,30,10,5,30,7,10,8,8,6,7,30,30,30,5,0,5,7,9,7,8,5,5,5,9,6,5,5,6,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,1,8
"794",84,111,1,32,27,0,1,20,20,20,20,10,10,2,6,6,5,5,3,30,30,30,5,0,5,7,9,7,8,5,3,5,5,4,5,4,4,0,6.4,7.5,7.7,6.9,6.8,5.8,0.5,0,5
"795",85,94,1,30,28,0,3,20,20,20,10,10,20,7,7,7,7,7,5,20,25,15,15,15,10,7,9,9,8,9,4,1,4,1,10,1,1,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,0,5
"796",85,95,1,30,26,1,3,18,18,18,19,13,14,5,7,6,6,5,6,20,25,15,15,15,10,7,9,9,8,9,5,6,7,5,6,2,4,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,0,5
"797",85,97,1,30,29,1,3,50,7,20,23,0,0,6,6,6,5,7,4,20,25,15,15,15,10,7,9,9,8,9,7,8,7,7,5,4,7,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,0,5
"798",85,99,1,30,28,1,3,30,30,20,10,10,0,5,7,9,5,4,9,20,25,15,15,15,10,7,9,9,8,9,8,7,7,6,6,5,7,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,0,6
"799",85,100,1,30,30,0,3,20,25,25,15,5,10,7,9,9,9,7,9,20,25,15,15,15,10,7,9,9,8,9,5,8,8,5,8,3,7,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,0,8
"800",85,102,1,30,32,1,3,30,10,30,20,10,0,5,6,7,2,7,3,20,25,15,15,15,10,7,9,9,8,9,5,8,8,6,5,3,5,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,0,4
"801",85,103,1,30,26,1,3,40,5,20,10,10,15,6,7,8,8,7,7,20,25,15,15,15,10,7,9,9,8,9,8,7,7,6,6,3,6,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,0,7
"802",85,104,1,30,27,1,3,20,15,25,15,20,5,6,8,6,6,5,5,20,25,15,15,15,10,7,9,9,8,9,7,7,8,7,9,5,7,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,0,6
"803",85,105,1,30,25,0,3,30,15,20,20,0,5,7,7,8,7,6,7,20,25,15,15,15,10,7,9,9,8,9,8,8,8,6,6,2,6,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,1,6
"804",85,107,1,30,21,1,3,19,24,21,23,5,8,8,8,7,8,6,8,20,25,15,15,15,10,7,9,9,8,9,7,6,6,5,6,5,6,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,1,7
"805",85,108,1,30,24,1,3,10,20,35,20,0,15,7,7,6,5,4,3,20,25,15,15,15,10,7,9,9,8,9,6,6,6,4,6,1,5,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,0,5
"806",85,109,1,30,25,0,3,15,10,30,10,5,30,7,10,8,8,7,4,20,25,15,15,15,10,7,9,9,8,9,6,8,7,5,6,2,6,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,1,7
"807",85,111,1,30,27,0,3,20,20,20,20,10,10,3,8,7,6,7,6,20,25,15,15,15,10,7,9,9,8,9,6,4,6,2,6,1,3,0,6.1,7.5,7.2,6.3,6.1,5.8,0.2,0,6
"808",86,95,1,22,26,1,1,18,18,18,19,13,14,8,8,8,9,6,9,15,20,20,20,5,20,7,9,9,9,4,6,8,6,7,7,6,6,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,1,9
"809",86,97,1,22,29,1,1,50,7,20,23,0,0,8,8,8,8,8,7,15,20,20,20,5,20,7,9,9,9,4,7,7,7,7,7,6,7,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,1,7
"810",86,99,1,22,28,1,1,30,30,20,10,10,0,5,8,7,4,8,5,15,20,20,20,5,20,7,9,9,9,4,7,6,6,5,5,5,6,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,0,6
"811",86,100,1,22,30,0,1,20,25,25,15,5,10,8,10,9,9,7,8,15,20,20,20,5,20,7,9,9,9,4,7,6,6,5,5,5,6,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,1,8
"812",86,102,1,22,32,1,1,30,10,30,20,10,0,6,8,8,8,8,5,15,20,20,20,5,20,7,9,9,9,4,5,8,6,5,5,4,6,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,1,7
"813",86,103,1,22,26,1,1,40,5,20,10,10,15,6,7,7,7,7,6,15,20,20,20,5,20,7,9,9,9,4,7,6,6,5,5,3,5,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,0,7
"814",86,104,1,22,27,1,1,20,15,25,15,20,5,7,7,7,8,7,6,15,20,20,20,5,20,7,9,9,9,4,9,8,7,8,5,7,8,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,1,7
"815",86,105,1,22,25,0,1,30,15,20,20,0,5,8,8,8,8,7,6,15,20,20,20,5,20,7,9,9,9,4,7,8,8,8,8,6,7,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,1,7
"816",86,106,1,22,22,0,1,10,20,35,10,5,20,8,6,7,8,9,1,15,20,20,20,5,20,7,9,9,9,4,5,7,7,7,7,6,7,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,0,7
"817",86,107,1,22,21,1,1,19,24,21,23,5,8,8,8,8,7,8,8,15,20,20,20,5,20,7,9,9,9,4,10,7,7,6,6,8,5,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,1,8
"818",86,108,1,22,24,1,1,10,20,35,20,0,15,8,6,8,7,7,5,15,20,20,20,5,20,7,9,9,9,4,10,8,6,7,10,5,9,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,1,8
"819",86,109,1,22,25,0,1,15,10,30,10,5,30,7,10,8,8,7,8,15,20,20,20,5,20,7,9,9,9,4,6,7,7,7,5,7,7,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,1,7
"820",86,110,1,22,28,1,1,20,20,15,15,5,25,7,8,9,8,7,8,15,20,20,20,5,20,7,9,9,9,4,8,7,7,7,7,8,8,0,7.2,7.8,7.8,7.6,7.4,6.3,0.8,1,8
"821",87,94,1,23,28,0,8,20,20,20,10,10,20,7,7,7,7,7,5,15,15,20,15,15,20,9,9,9,9,9,2,3,2,1,1,1,1,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,0,6
"822",87,95,1,23,26,1,8,18,18,18,19,13,14,6,7,6,6,6,6,15,15,20,15,15,20,9,9,9,9,9,2,2,2,2,2,1,1,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,0,6
"823",87,97,1,23,29,1,8,50,7,20,23,0,0,8,8,7,7,6,5,15,15,20,15,15,20,9,9,9,9,9,3,4,6,6,7,3,3,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,1,7
"824",87,99,1,23,28,1,8,30,30,20,10,10,0,8,8,8,8,7,4,15,15,20,15,15,20,9,9,9,9,9,8,8,7,7,8,7,6,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,1,8
"825",87,100,1,23,30,0,8,20,25,25,15,5,10,6,8,8,8,6,4,15,15,20,15,15,20,9,9,9,9,9,3,10,9,5,9,5,4,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,1,6
"826",87,102,1,23,32,1,8,30,10,30,20,10,0,8,6,6,7,4,3,15,15,20,15,15,20,9,9,9,9,9,2,3,4,5,4,2,1,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,1,7
"827",87,103,1,23,26,1,8,40,5,20,10,10,15,8,7,7,7,7,8,15,15,20,15,15,20,9,9,9,9,9,3,5,6,4,7,1,2,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,1,8
"828",87,104,1,23,27,1,8,20,15,25,15,20,5,7,6,6,6,6,5,15,15,20,15,15,20,9,9,9,9,9,2,3,4,5,5,2,2,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,0,6
"829",87,105,1,23,25,0,8,30,15,20,20,0,5,8,7,7,6,7,5,15,15,20,15,15,20,9,9,9,9,9,1,6,7,7,9,4,2,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,1,7
"830",87,107,1,23,21,1,8,19,24,21,23,5,8,9,9,9,9,9,8,15,15,20,15,15,20,9,9,9,9,9,8,10,8,9,8,8,8,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,1,8
"831",87,108,1,23,24,1,8,10,20,35,20,0,15,7,7,6,6,7,3,15,15,20,15,15,20,9,9,9,9,9,7,9,7,6,7,5,5,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,0,5
"832",87,109,1,23,25,0,8,15,10,30,10,5,30,7,10,8,8,7,8,15,15,20,15,15,20,9,9,9,9,9,2,4,7,8,8,4,4,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,1,6
"833",87,111,1,23,27,0,8,20,20,20,20,10,10,7,6,7,5,5,4,15,15,20,15,15,20,9,9,9,9,9,2,4,7,7,7,3,2,0,7.4,7.4,7.1,6.9,6.5,5.2,0.6,0,5
"834",88,94,1,23,28,0,8,20,20,20,10,10,20,7,6,6,6,6,5,15,15,20,15,20,15,9,9,9,9,9,1,2,10,1,10,4,2,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,0,5
"835",88,95,1,23,26,1,8,18,18,18,19,13,14,6,7,7,7,7,6,15,15,20,15,20,15,9,9,9,9,9,2,10,10,2,10,5,4,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,1,7
"836",88,97,1,23,29,1,8,50,7,20,23,0,0,6,7,6,5,7,6,15,15,20,15,20,15,9,9,9,9,9,6,7,10,7,10,7,6,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,0,5
"837",88,99,1,23,28,1,8,30,30,20,10,10,0,6,7,5,4,5,8,15,15,20,15,20,15,9,9,9,9,9,8,10,10,8,10,8,10,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,0,6
"838",88,100,1,23,30,0,8,20,25,25,15,5,10,7,8,9,9,9,8,15,15,20,15,20,15,9,9,9,9,9,4,10,10,6,10,9,7,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,0,8
"839",88,102,1,23,32,1,8,30,10,30,20,10,0,5,5,6,6,7,5,15,15,20,15,20,15,9,9,9,9,9,2,10,10,1,10,1,2,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,0,5
"840",88,103,1,23,26,1,8,40,5,20,10,10,15,7,6,7,6,7,6,15,15,20,15,20,15,9,9,9,9,9,6,7,7,6,10,3,4,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,0,7
"841",88,104,1,23,27,1,8,20,15,25,15,20,5,6,6,6,6,6,5,15,15,20,15,20,15,9,9,9,9,9,6,9,10,5,8,3,6,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,0,6
"842",88,105,1,23,25,0,8,30,15,20,20,0,5,7,8,8,8,7,7,15,15,20,15,20,15,9,9,9,9,9,6,9,10,10,10,8,8,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,1,7
"843",88,106,1,23,22,0,8,10,20,35,10,5,20,8,10,8,8,6,5,15,15,20,15,20,15,9,9,9,9,9,2,10,10,2,2,3,7,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,1,7
"844",88,107,1,23,21,1,8,19,24,21,23,5,8,9,9,9,9,9,9,15,15,20,15,20,15,9,9,9,9,9,3,10,10,10,10,6,7,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,1,8
"845",88,108,1,23,24,1,8,10,20,35,20,0,15,8,9,7,8,5,4,15,15,20,15,20,15,9,9,9,9,9,8,10,10,5,10,8,7,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,1,7
"846",88,109,1,23,25,0,8,15,10,30,10,5,30,7,10,7,6,6,7,15,15,20,15,20,15,9,9,9,9,9,5,10,10,10,10,10,9,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,0,5
"847",88,110,1,23,28,1,8,20,20,15,15,5,25,6,8,8,7,6,6,15,15,20,15,20,15,9,9,9,9,9,4,10,10,10,10,8,7,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,0,6
"848",88,111,1,23,27,0,8,20,20,20,20,10,10,6,6,7,5,5,4,15,15,20,15,20,15,9,9,9,9,9,2,10,10,10,10,7,9,0,6.7,7.5,7.1,6.7,6.5,6.1,0.3,0,4
"849",89,94,1,27,28,0,3,20,20,20,10,10,20,5,5,5,5,5,5,25,15,20,20,20,0,8,9,8,9,10,6,9,8,5,7,6,6,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,0,5
"850",89,95,1,27,26,1,3,18,18,18,19,13,14,3,5,6,4,6,3,25,15,20,20,20,0,8,9,8,9,10,6,9,8,7,7,6,6,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,0,2
"851",89,97,1,27,29,1,3,50,7,20,23,0,0,8,8,7,7,7,5,25,15,20,20,20,0,8,9,8,9,10,7,9,9,8,9,5,2,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,1,7
"852",89,99,1,27,28,1,3,30,30,20,10,10,0,9,8,8,7,7,6,25,15,20,20,20,0,8,9,8,9,10,9,9,9,9,9,9,9,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,1,9
"853",89,100,1,27,30,0,3,20,25,25,15,5,10,9,8,8,9,8,7,25,15,20,20,20,0,8,9,8,9,10,8,9,10,10,9,9,10,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,0,8
"854",89,101,1,27,22,0,3,40,8,10,12,10,20,8,9,9,6,9,2,25,15,20,20,20,0,8,9,8,9,10,5,9,8,6,6,6,5,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,0,6
"855",89,102,1,27,32,1,3,30,10,30,20,10,0,3,7,7,1,3,2,25,15,20,20,20,0,8,9,8,9,10,6,10,9,6,7,5,5,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,0,3
"856",89,103,1,27,26,1,3,40,5,20,10,10,15,8,7,8,7,8,5,25,15,20,20,20,0,8,9,8,9,10,8,9,8,7,8,5,8,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,1,7
"857",89,104,1,27,27,1,3,20,15,25,15,20,5,7,7,7,6,7,6,25,15,20,20,20,0,8,9,8,9,10,9,9,9,8,8,7,9,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,1,7
"858",89,105,1,27,25,0,3,30,15,20,20,0,5,7,8,9,6,8,5,25,15,20,20,20,0,8,9,8,9,10,6,9,9,7,7,5,5,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,1,7
"859",89,107,1,27,21,1,3,19,24,21,23,5,8,8,7,9,6,9,4,25,15,20,20,20,0,8,9,8,9,10,9,9,10,10,7,6,8,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,0,7
"860",89,108,1,27,24,1,3,10,20,35,20,0,15,6,5,7,6,6,4,25,15,20,20,20,0,8,9,8,9,10,9,9,8,10,8,7,8,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,0,5
"861",89,109,1,27,25,0,3,15,10,30,10,5,30,8,10,8,6,8,3,25,15,20,20,20,0,8,9,8,9,10,8,10,10,8,8,6,8,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,0,5
"862",89,110,1,27,28,1,3,20,20,15,15,5,25,5,7,8,5,9,6,25,15,20,20,20,0,8,9,8,9,10,7,10,10,10,7,6,8,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,0,6
"863",89,111,1,27,27,0,3,20,20,20,20,10,10,7,7,6,6,8,7,25,15,20,20,20,0,8,9,8,9,10,7,10,10,9,9,6,8,0,6.7,7.2,7.5,5.8,7.2,4.7,0.3,0,7
"864",90,94,1,23,28,1,4,20,20,20,10,10,20,5,6,9,3,3,3,15,21,18,18,10,18,5,8,5,7,5,0,5,5,0,9,0,2,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,3
"865",90,95,1,23,26,0,4,18,18,18,19,13,14,3,8,5,4,5,4,15,21,18,18,10,18,5,8,5,7,5,8,8,7,8,6,4,8,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,3
"866",90,97,1,23,29,0,4,50,7,20,23,0,0,3,7,8,4,9,5,15,21,18,18,10,18,5,8,5,7,5,7,6,8,7,7,5,7,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,4
"867",90,99,1,23,28,0,4,30,30,20,10,10,0,6,8,8,6,5,0,15,21,18,18,10,18,5,8,5,7,5,7,8,7,6,5,4,7,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,9
"868",90,100,1,23,30,0,4,20,25,25,15,5,10,8,7,7,2,4,2,15,21,18,18,10,18,5,8,5,7,5,5,8,8,6,7,4,6,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,4
"869",90,101,1,23,22,1,4,40,8,10,12,10,20,6,9,9,6,8,6,15,21,18,18,10,18,5,8,5,7,5,4,8,8,4,5,4,4,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,1,6
"870",90,102,1,23,32,0,4,30,10,30,20,10,0,3,7,7,2,2,2,15,21,18,18,10,18,5,8,5,7,5,5,7,6,5,6,5,5,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,4
"871",90,103,1,23,26,0,4,40,5,20,10,10,15,6,7,8,5,5,5,15,21,18,18,10,18,5,8,5,7,5,4,8,5,6,4,4,4,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,5
"872",90,104,1,23,27,0,4,20,15,25,15,20,5,10,10,10,10,10,10,15,21,18,18,10,18,5,8,5,7,5,10,10,10,10,10,7,8,1,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,10
"873",90,105,1,23,25,0,4,30,15,20,20,0,5,6,7,7,5,6,5,15,21,18,18,10,18,5,8,5,7,5,5,7,6,7,7,6,5,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,6
"874",90,107,1,23,21,0,4,19,24,21,23,5,8,7,8,8,6,6,2,15,21,18,18,10,18,5,8,5,7,5,6,7,8,7,8,6,6,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,4
"875",90,108,1,23,24,0,4,10,20,35,20,0,15,6,8,7,6,5,3,15,21,18,18,10,18,5,8,5,7,5,7,7,6,6,4,5,7,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,5
"876",90,109,1,23,25,1,4,15,10,30,10,5,30,7,10,8,6,8,3,15,21,18,18,10,18,5,8,5,7,5,6,7,7,5,6,7,7,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,1,5
"877",90,111,1,23,27,1,4,20,20,20,20,10,10,3,8,5,4,5,7,15,21,18,18,10,18,5,8,5,7,5,6,9,7,6,6,8,5,0,5.6,7.9,7.6,4.9,5.8,4.1,0.1,0,6
"878",91,96,1,25,26,0,6,10,20,20,22,6,22,8,8,8,8,8,7,15,3,50,20,2,10,6,7,7,9,8,4,6,6,6,6,5,5,0,7.7,7.3,7.7,8.3,8.7,6,1,1,8
"879",91,102,1,25,32,0,6,30,10,30,20,10,0,7,7,8,8,10,7,15,3,50,20,2,10,6,7,7,9,8,4,6,7,6,5,3,5,0,7.7,7.3,7.7,8.3,8.7,6,1,1,8
"880",91,108,1,25,24,0,6,10,20,35,20,0,15,8,7,7,9,8,4,15,3,50,20,2,10,6,7,7,9,8,9,7,8,7,6,7,3,0,7.7,7.3,7.7,8.3,8.7,6,1,1,7
"881",92,94,1,29,28,0,1,20,20,20,10,10,20,9,8,8,6,7,7,10,20,20,20,20,10,9,10,9,9,9,4,3,9,3,8,5,3,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,0,6
"882",92,95,1,29,26,1,1,18,18,18,19,13,14,6,6,7,7,4,5,10,20,20,20,20,10,9,10,9,9,9,4,8,9,4,8,3,4,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,1,6
"883",92,97,1,29,29,1,1,50,7,20,23,0,0,8,7,8,6,8,9,10,20,20,20,20,10,9,10,9,9,9,10,10,10,8,9,10,9,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,1,6
"884",92,99,1,29,28,1,1,30,30,20,10,10,0,6,7,8,5,7,7,10,20,20,20,20,10,9,10,9,9,9,10,10,9,10,9,9,9,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,1,8
"885",92,100,1,29,30,0,1,20,25,25,15,5,10,9,8,8,7,6,6,10,20,20,20,20,10,9,10,9,9,9,6,8,9,4,9,5,6,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,0,6
"886",92,102,1,29,32,1,1,30,10,30,20,10,0,7,8,8,6,8,7,10,20,20,20,20,10,9,10,9,9,9,4,8,9,7,8,6,7,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,1,7
"887",92,103,1,29,26,1,1,40,5,20,10,10,15,6,6,6,6,6,6,10,20,20,20,20,10,9,10,9,9,9,8,7,8,5,8,5,5,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,0,6
"888",92,104,1,29,27,1,1,20,15,25,15,20,5,9,8,6,6,6,6,10,20,20,20,20,10,9,10,9,9,9,8,8,8,7,8,7,6,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,1,7
"889",92,105,1,29,25,0,1,30,15,20,20,0,5,8,7,8,7,6,6,10,20,20,20,20,10,9,10,9,9,9,7,8,9,9,8,8,7,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,1,7
"890",92,107,1,29,21,1,1,19,24,21,23,5,8,9,9,9,9,9,8,10,20,20,20,20,10,9,10,9,9,9,8,9,9,10,9,9,8,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,1,8
"891",92,108,1,29,24,1,1,10,20,35,20,0,15,8,7,6,6,8,2,10,20,20,20,20,10,9,10,9,9,9,8,9,10,9,8,9,8,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,0,6
"892",92,109,1,29,25,0,1,15,10,30,10,5,30,9,10,8,6,8,3,10,20,20,20,20,10,9,10,9,9,9,7,9,9,7,9,7,7,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,1,8
"893",92,111,1,29,27,0,1,20,20,20,20,10,10,7,6,6,3,4,4,10,20,20,20,20,10,9,10,9,9,9,6,7,8,7,8,5,6,0,7.8,7.5,7.4,6.2,6.7,5.8,0.6,0,4
"894",93,94,1,29,28,0,2,20,20,20,10,10,20,7,9,9,8,6,7,14,20,18,24,18,6,8,8,8,8,7,6,6,7,7,8,6,7,0,6.8,7.8,7.9,7.4,6.9,6.1,0.7,1,7
"895",93,95,1,29,26,1,2,18,18,18,19,13,14,5,7,7,8,5,6,14,20,18,24,18,6,8,8,8,8,7,7,8,7,7,7,7,8,0,6.8,7.8,7.9,7.4,6.9,6.1,0.7,1,6
"896",93,99,1,29,28,1,2,30,30,20,10,10,0,5,5,7,5,9,7,14,20,18,24,18,6,8,8,8,8,7,7,6,7,7,7,6,7,0,6.8,7.8,7.9,7.4,6.9,6.1,0.7,0,15
"897",93,100,1,29,30,0,2,20,25,25,15,5,10,8,9,10,10,8,7,14,20,18,24,18,6,8,8,8,8,7,7,7,7,7,7,7,8,0,6.8,7.8,7.9,7.4,6.9,6.1,0.7,1,8
"898",93,102,1,29,32,1,2,30,10,30,20,10,0,7,7,7,6,6,5,14,20,18,24,18,6,8,8,8,8,7,6,7,7,6,7,6,6,0,6.8,7.8,7.9,7.4,6.9,6.1,0.7,1,6
