gender,age,age_o,samerace,importance_same_race,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,met,decision_o
1,29,25,0,3,30,0,30,30,10,0,5,20,25,15,15,20,7,9,9,9,9,9,10,10,9,10,8,8,0,0
1,28,29,0,1,20,25,15,15,53,20,15,15,20,15,15,20,7,10,7,10,7,5,8,7,8,8,3,5,0,0
1,28,22,0,1,20,15,20,20,5,10,15,15,20,15,15,20,7,10,7,10,7,6,8,7,8,7,3,5,0,0
1,28,27,0,1,21,17,22,20,8,13,15,15,20,15,15,20,7,10,7,10,7,7,7,8,7,8,6,5,0,0
1,28,28,1,1,50,10,30,10,0,0,15,15,20,15,15,20,7,10,7,10,7,8,8,8,8,8,5,8,0,0
1,28,26,1,1,25,10,20,20,15,10,15,15,20,15,15,20,7,10,7,10,7,6,5,6,8,8,4,5,0,0
1,28,21,1,1,60,15,0,15,0,10,15,15,20,15,15,20,7,10,7,10,7,6,9,8,8,8,5,6,0,1
1,28,22,1,1,21,20,19,20,10,10,15,15,20,15,15,20,7,10,7,10,7,7,7,8,8,8,5,6,0,0
1,28,22,1,1,30,10,20,30,0,10,15,15,20,15,15,20,7,10,7,10,7,6,5,7,8,9,4,4,0,0
1,28,25,1,1,30,0,30,30,10,0,15,15,20,15,15,20,7,10,7,10,7,5,8,8,8,7,4,7,0,0
1,28,24,0,1,20,20,20,20,10,10,15,15,20,15,15,20,7,10,7,10,7,6,8,8,8,8,5,7,0,1
1,26,29,1,1,20,25,15,15,53,20,30,10,20,20,10,10,9,9,9,9,9,6,7,7,7,8,6,6,0,1
1,26,22,0,1,20,15,20,20,5,10,30,10,20,20,10,10,9,9,9,9,9,8,9,9,9,8,8,8,1,1
1,26,27,0,1,21,17,22,20,8,13,30,10,20,20,10,10,9,9,9,9,9,6,7,7,5,6,6,6,0,1
1,26,28,0,1,50,10,30,10,0,0,30,10,20,20,10,10,9,9,9,9,9,8,8,8,8,8,8,8,0,1
1,26,26,0,1,25,10,20,20,15,10,30,10,20,20,10,10,9,9,9,9,9,7,7,8,7,8,7,7,0,0
1,26,21,0,1,60,15,0,15,0,10,30,10,20,20,10,10,9,9,9,9,9,7,8,8,7,8,8,8,0,0
1,26,22,0,1,30,10,20,30,0,10,30,10,20,20,10,10,9,9,9,9,9,7,8,8,7,9,7,7,0,1
1,26,25,0,1,30,0,30,30,10,0,30,10,20,20,10,10,9,9,9,9,9,6,8,8,7,7,8,7,0,1
1,26,24,0,1,20,20,20,20,10,10,30,10,20,20,10,10,9,9,9,9,9,7,7,8,6,8,6,6,0,1
1,24,29,0,1,20,25,15,15,53,20,5,15,45,25,0,10,6,8,9,8,7,2,7,7,5,4,2,6,0,0
1,24,22,0,1,20,15,20,20,5,10,5,15,45,25,0,10,6,8,9,8,7,7,7,7,5,5,5,7,1,1
1,24,27,0,1,21,17,22,20,8,13,5,15,45,25,0,10,6,8,9,8,7,7,7,8,5,5,5,6,0,0
1,24,28,0,1,50,10,30,10,0,0,5,15,45,25,0,10,6,8,9,8,7,6,7,8,5,6,5,6,0,0
1,24,26,0,1,25,10,20,20,15,10,5,15,45,25,0,10,6,8,9,8,7,6,6,9,8,8,5,8,0,0
1,24,21,0,1,60,15,0,15,0,10,5,15,45,25,0,10,6,8,9,8,7,1,7,5,3,5,1,1,0,0
1,24,22,0,1,21,20,19,20,10,10,5,15,45,25,0,10,6,8,9,8,7,3,8,5,3,7,1,1,0,0
1,24,22,0,1,30,10,20,30,0,10,5,15,45,25,0,10,6,8,9,8,7,4,5,5,5,8,5,3,0,0
1,24,25,0,1,30,0,30,30,10,0,5,15,45,25,0,10,6,8,9,8,7,3,8,8,7,8,3,5,0,0
1,24,24,0,1,20,20,20,20,10,10,5,15,45,25,0,10,6,8,9,8,7,3,7,4,2,3,2,3,0,0
1,27,29,0,6,20,25,15,15,53,20,10,25,25,10,10,20,8,8,6,9,9,7,7,8,6,8,5,7,0,0
1,27,22,0,6,20,15,20,20,5,10,10,25,25,10,10,20,8,8,6,9,9,7,7,7,6,5,5,6,0,0
1,27,27,0,6,21,17,22,20,8,13,10,25,25,10,10,20,8,8,6,9,9,4,5,7,4,5,3,4,0,0
1,27,28,0,6,50,10,30,10,0,0,10,25,25,10,10,20,8,8,6,9,9,7,7,8,6,4,4,7,0,0
1,27,26,0,6,25,10,20,20,15,10,10,25,25,10,10,20,8,8,6,9,9,5,6,8,6,8,4,5,0,0
1,27,21,0,6,60,15,0,15,0,10,10,25,25,10,10,20,8,8,6,9,9,5,6,6,4,7,5,6,0,0
1,27,22,0,6,21,20,19,20,10,10,10,25,25,10,10,20,8,8,6,9,9,6,6,7,6,6,6,6,0,0
1,27,25,0,6,30,0,30,30,10,0,10,25,25,10,10,20,8,8,6,9,9,6,6,6,5,6,4,5,0,1
1,27,24,0,6,20,20,20,20,10,10,10,25,25,10,10,20,8,8,6,9,9,8,6,8,5,8,5,6,0,1
1,23,29,0,6,20,25,15,15,53,20,17,17,17,17,17,15,7,9,9,8,9,6,7,8,7,8,6,6,0,1
1,23,22,1,6,20,15,20,20,5,10,17,17,17,17,17,15,7,9,9,8,9,6,7,7,7,7,6,6,0,1
1,23,27,0,6,21,17,22,20,8,13,17,17,17,17,17,15,7,9,9,8,9,7,7,7,7,7,6,6,0,0
1,23,28,0,6,50,10,30,10,0,0,17,17,17,17,17,15,7,9,9,8,9,7,7,7,7,8,6,6,0,0
1,23,26,0,6,25,10,20,20,15,10,17,17,17,17,17,15,7,9,9,8,9,7,7,8,7,7,6,6,0,0
1,23,21,0,6,60,15,0,15,0,10,17,17,17,17,17,15,7,9,9,8,9,5,7,7,5,7,5,5,0,1
1,23,22,0,6,21,20,19,20,10,10,17,17,17,17,17,15,7,9,9,8,9,7,7,7,7,6,7,6,0,0
1,23,22,0,6,30,10,20,30,0,10,17,17,17,17,17,15,7,9,9,8,9,7,7,7,8,8,5,6,0,0
1,23,25,0,6,30,0,30,30,10,0,17,17,17,17,17,15,7,9,9,8,9,7,7,7,7,7,5,6,0,0
1,23,24,1,6,20,20,20,20,10,10,17,17,17,17,17,15,7,9,9,8,9,5,8,7,6,8,5,5,0,1
0,29,23,0,1,17,18,18,15,17,15,20,25,15,15,53,20,6,7,7,8,8,7,6,6,7,9,5,6,0,0
0,29,22,0,1,10,20,20,20,15,15,20,25,15,15,53,20,6,7,7,8,8,4,7,7,6,6,5,5,0,0
0,29,29,0,1,5,20,25,15,15,20,20,25,15,15,53,20,6,7,7,8,8,5,8,7,8,8,6,6,0,1
0,29,26,1,1,30,10,20,20,10,10,20,25,15,15,53,20,6,7,7,8,8,9,8,8,8,7,5,8,0,0
0,29,24,0,1,5,15,45,25,0,10,20,25,15,15,53,20,6,7,7,8,8,2,6,7,5,6,4,5,0,1
0,29,27,0,1,10,25,25,10,10,20,20,25,15,15,53,20,6,7,7,8,8,4,6,6,5,4,4,4,0,1
0,29,23,0,1,17,17,17,17,17,15,20,25,15,15,53,20,6,7,7,8,8,8,8,8,8,6,8,8,0,0
0,22,23,0,1,17,18,18,15,17,15,20,15,20,20,5,10,5,7,6,7,7,8,8,7,7,7,5,7,0,0
0,22,22,0,1,10,20,20,20,15,15,20,15,20,20,5,10,5,7,6,7,7,5,10,7,5,4,1,5,0,0
0,22,29,1,1,5,20,25,15,15,20,20,15,20,20,5,10,5,7,6,7,7,6,6,5,10,7,6,6,0,0
0,22,28,0,1,15,15,20,15,15,20,20,15,20,20,5,10,5,7,6,7,7,0,6,5,4,3,2,1,0,0
0,22,26,0,1,30,10,20,20,10,10,20,15,20,20,5,10,5,7,6,7,7,10,10,10,10,10,10,10,1,1
0,22,24,0,1,5,15,45,25,0,10,20,15,20,20,5,10,5,7,6,7,7,5,5,5,5,5,5,5,1,1
0,22,27,0,1,10,25,25,10,10,20,20,15,20,20,5,10,5,7,6,7,7,6,6,8,6,7,6,6,0,1
0,22,23,1,1,17,17,17,17,17,15,20,15,20,20,5,10,5,7,6,7,7,7,6,7,8,7,7,6,0,0
0,27,23,0,1,17,18,18,15,17,15,21,17,22,20,8,13,6,8,7,8,8,6,4,5,6,4,3,5,0,0
0,27,22,0,1,10,20,20,20,15,15,21,17,22,20,8,13,6,8,7,8,8,5,6,6,5,5,4,4,0,0
0,27,29,0,1,5,20,25,15,15,20,21,17,22,20,8,13,6,8,7,8,8,3,6,5,4,6,4,4,0,0
0,27,28,0,1,15,15,20,15,15,20,21,17,22,20,8,13,6,8,7,8,8,4,6,6,5,5,2,5,0,0
0,27,26,0,1,30,10,20,20,10,10,21,17,22,20,8,13,6,8,7,8,8,8,7,6,5,5,4,7,0,0
0,27,24,0,1,5,15,45,25,0,10,21,17,22,20,8,13,6,8,7,8,8,4,7,7,6,5,3,6,0,1
0,27,27,0,1,10,25,25,10,10,20,21,17,22,20,8,13,6,8,7,8,8,3,4,6,3,7,2,4,0,0
0,27,23,0,1,17,17,17,17,17,15,21,17,22,20,8,13,6,8,7,8,8,6,7,6,7,5,3,6,0,0
0,28,28,1,2,15,15,20,15,15,20,50,10,30,10,0,0,5,9,5,8,8,2,8,8,4,6,3,4,0,1
0,28,27,0,2,10,25,25,10,10,20,50,10,30,10,0,0,5,9,5,8,8,4,6,8,4,9,1,4,0,1
0,28,23,0,2,17,17,17,17,17,15,50,10,30,10,0,0,5,9,5,8,8,5,6,5,8,6,2,5,0,0
0,26,23,1,5,17,18,18,15,17,15,25,10,20,20,15,10,8,6,8,9,6,8,6,7,7,7,5,8,0,1
0,26,22,1,5,10,20,20,20,15,15,25,10,20,20,15,10,8,6,8,9,6,5,8,7,5,5,4,7,0,1
0,26,29,0,5,5,20,25,15,15,20,25,10,20,20,15,10,8,6,8,9,6,6,6,6,8,6,5,7,0,0
0,26,28,1,5,15,15,20,15,15,20,25,10,20,20,15,10,8,6,8,9,6,5,8,9,7,5,5,6,0,0
0,26,26,0,5,30,10,20,20,10,10,25,10,20,20,15,10,8,6,8,9,6,8,6,7,5,6,7,7,0,0
0,26,24,0,5,5,15,45,25,0,10,25,10,20,20,15,10,8,6,8,9,6,5,7,9,7,5,4,7,0,1
0,26,27,0,5,10,25,25,10,10,20,25,10,20,20,15,10,8,6,8,9,6,6,6,9,6,6,5,6,0,0
0,26,23,0,5,17,17,17,17,17,15,25,10,20,20,15,10,8,6,8,9,6,7,7,7,7,7,8,7,0,0
0,21,23,1,6,17,18,18,15,17,15,60,15,0,15,0,10,6,8,8,10,10,9,8,8,10,9,6,8,0,0
0,21,22,1,6,10,20,20,20,15,15,60,15,0,15,0,10,6,8,8,10,10,6,9,8,6,8,6,9,0,1
0,21,29,0,6,5,20,25,15,15,20,60,15,0,15,0,10,6,8,8,10,10,4,8,6,6,5,1,2,0,0
0,21,28,1,6,15,15,20,15,15,20,60,15,0,15,0,10,6,8,8,10,10,6,6,8,7,7,2,8,0,1
0,21,27,0,6,10,25,25,10,10,20,60,15,0,15,0,10,6,8,8,10,10,7,7,9,8,8,5,6,0,1
0,21,23,0,6,17,17,17,17,17,15,60,15,0,15,0,10,6,8,8,10,10,8,8,9,9,8,6,7,0,0
0,22,23,1,8,17,18,18,15,17,15,21,20,19,20,10,10,7,9,8,8,8,7,8,7,5,7,5,6,0,0
0,22,22,1,8,10,20,20,20,15,15,21,20,19,20,10,10,7,9,8,8,8,5,8,8,7,7,7,6,0,1
0,22,29,0,8,5,20,25,15,15,20,21,20,19,20,10,10,7,9,8,8,8,5,8,7,6,5,5,5,0,0
0,22,28,1,8,15,15,20,15,15,20,21,20,19,20,10,10,7,9,8,8,8,5,8,7,5,6,5,6,0,0
0,22,26,0,8,30,10,20,20,10,10,21,20,19,20,10,10,7,9,8,8,8,7,7,7,7,7,7,7,0,0
0,22,24,0,8,5,15,45,25,0,10,21,20,19,20,10,10,7,9,8,8,8,5,8,8,5,7,6,6,0,0
0,22,27,0,8,10,25,25,10,10,20,21,20,19,20,10,10,7,9,8,8,8,6,7,8,4,7,6,5,0,1
0,22,23,0,8,17,17,17,17,17,15,21,20,19,20,10,10,7,9,8,8,8,5,7,7,7,6,7,7,0,0
0,22,23,1,7,17,18,18,15,17,15,30,10,20,30,0,10,7,7,8,7,8,7,7,6,5,4,5,5,0,1
0,22,22,1,7,10,20,20,20,15,15,30,10,20,30,0,10,7,7,8,7,8,6,8,6,6,6,5,5,0,1
0,22,29,0,7,5,20,25,15,15,20,30,10,20,30,0,10,7,7,8,7,8,4,7,6,6,7,5,5,0,1
0,22,26,0,7,30,10,20,20,10,10,30,10,20,30,0,10,7,7,8,7,8,7,7,7,6,5,5,7,0,0
0,22,24,0,7,5,15,45,25,0,10,30,10,20,30,0,10,7,7,8,7,8,4,8,7,6,7,5,2,0,0
0,22,27,0,7,10,25,25,10,10,20,30,10,20,30,0,10,7,7,8,7,8,3,7,6,6,5,5,3,0,1
0,22,23,0,7,17,17,17,17,17,15,30,10,20,30,0,10,7,7,8,7,8,6,8,7,7,6,5,6,0,0
0,25,23,1,3,17,18,18,15,17,15,30,0,30,30,10,0,7,9,9,8,7,8,10,8,8,10,5,7,0,0
0,25,22,1,3,10,20,20,20,15,15,30,0,30,30,10,0,7,9,9,8,7,7,6,6,8,6,5,5,0,0
0,25,29,0,3,5,20,25,15,15,20,30,0,30,30,10,0,7,9,9,8,7,6,8,8,7,7,5,5,0,1
0,25,28,1,3,15,15,20,15,15,20,30,0,30,30,10,0,7,9,9,8,7,5,9,10,7,8,7,7,0,0
0,25,26,0,3,30,10,20,20,10,10,30,0,30,30,10,0,7,9,9,8,7,10,9,9,9,7,8,9,0,1
0,25,24,0,3,5,15,45,25,0,10,30,0,30,30,10,0,7,9,9,8,7,7,8,7,7,3,5,6,0,0
0,25,27,0,3,10,25,25,10,10,20,30,0,30,30,10,0,7,9,9,8,7,8,7,7,9,6,8,8,0,0
0,25,23,0,3,17,17,17,17,17,15,30,0,30,30,10,0,7,9,9,8,7,7,9,8,9,5,6,6,0,0
0,24,23,0,3,17,18,18,15,17,15,20,20,20,20,10,10,7,7,8,8,8,8,6,6,7,7,5,6,0,0
0,24,22,0,3,10,20,20,20,15,15,20,20,20,20,10,10,7,7,8,8,8,6,8,7,6,5,5,6,0,0
0,24,29,1,3,5,20,25,15,15,20,20,20,20,20,10,10,7,7,8,8,8,5,6,7,6,5,5,5,0,0
0,24,28,0,3,15,15,20,15,15,20,20,20,20,20,10,10,7,7,8,8,8,6,7,8,6,5,7,6,0,1
0,24,26,0,3,30,10,20,20,10,10,20,20,20,20,10,10,7,7,8,8,8,6,5,6,4,5,5,6,0,0
0,24,24,0,3,5,15,45,25,0,10,20,20,20,20,10,10,7,7,8,8,8,5,6,6,7,6,5,5,0,0
0,24,27,0,3,10,25,25,10,10,20,20,20,20,20,10,10,7,7,8,8,8,6,6,7,5,6,5,6,0,1
0,24,23,1,3,17,17,17,17,17,15,20,20,20,20,10,10,7,7,8,8,8,6,7,6,8,6,5,6,0,0
1,34,24,1,5,10,20,35,20,0,15,10,10,30,20,10,20,6,6,6,8,4,5,5,5,5,8,8,5,0,0
1,22,28,0,2,20,20,20,10,10,20,15,20,20,20,15,10,6,8,8,8,8,4,7,8,10,7,7,8,0,1
1,22,26,1,2,18,18,18,19,13,14,15,20,20,20,15,10,6,8,8,8,8,4,6,6,6,5,7,4,0,0
1,22,26,0,2,10,20,20,22,6,22,15,20,20,20,15,10,6,8,8,8,8,4,6,7,4,6,2,4,0,0
1,22,29,1,2,50,7,20,23,0,0,15,20,20,20,15,10,6,8,8,8,8,6,5,6,7,6,7,6,0,1
1,22,39,1,2,40,20,15,20,0,5,15,20,20,20,15,10,6,8,8,8,8,8,9,9,6,7,5,8,0,1
1,22,28,1,2,30,30,20,10,10,0,15,20,20,20,15,10,6,8,8,8,8,10,7,8,7,9,9,10,0,1
1,22,32,1,2,30,10,30,20,10,0,15,20,20,20,15,10,6,8,8,8,8,6,7,6,7,4,6,7,0,0
1,22,26,1,2,40,5,20,10,10,15,15,20,20,20,15,10,6,8,8,8,8,9,7,7,10,8,7,8,0,0
1,22,27,1,2,20,15,25,15,20,5,15,20,20,20,15,10,6,8,8,8,8,6,6,5,5,5,6,4,0,0
1,22,25,0,2,30,15,20,20,0,5,15,20,20,20,15,10,6,8,8,8,8,7,7,8,10,9,8,9,0,1
1,22,22,0,2,10,20,35,10,5,20,15,20,20,20,15,10,6,8,8,8,8,5,6,7,5,6,4,4,0,1
1,22,21,1,2,19,24,21,23,5,8,15,20,20,20,15,10,6,8,8,8,8,9,9,9,10,9,10,10,0,1
1,22,24,1,2,10,20,35,20,0,15,15,20,20,20,15,10,6,8,8,8,8,9,7,7,9,6,5,8,0,0
1,22,25,0,2,15,10,30,10,5,30,15,20,20,20,15,10,6,8,8,8,8,6,7,7,6,7,7,7,0,1
1,22,28,1,2,20,20,15,15,5,25,15,20,20,20,15,10,6,8,8,8,8,8,9,8,9,9,8,8,0,0
1,22,27,0,2,20,20,20,20,10,10,15,20,20,20,15,10,6,8,8,8,8,4,6,7,4,5,2,3,0,0
1,23,28,0,1,20,20,20,10,10,20,10,25,20,10,20,15,3,10,3,8,8,4,2,9,2,10,2,5,0,0
1,23,26,0,1,18,18,18,19,13,14,10,25,20,10,20,15,3,10,3,8,8,2,4,9,4,9,6,5,0,0
1,23,26,1,1,10,20,20,22,6,22,10,25,20,10,20,15,3,10,3,8,8,2,5,9,2,9,2,7,0,0
1,23,39,0,1,40,20,15,20,0,5,10,25,20,10,20,15,3,10,3,8,8,7,9,9,2,9,2,7,0,1
1,23,22,0,1,40,8,10,12,10,20,10,25,20,10,20,15,3,10,3,8,8,2,9,9,2,9,2,5,0,0
1,23,27,0,1,20,15,25,15,20,5,10,25,20,10,20,15,3,10,3,8,8,9,5,9,9,9,5,7,0,0
1,23,25,0,1,30,15,20,20,0,5,10,25,20,10,20,15,3,10,3,8,8,7,9,9,7,9,7,7,0,0
1,23,21,0,1,19,24,21,23,5,8,10,25,20,10,20,15,3,10,3,8,8,9,9,9,9,9,9,10,0,1
1,23,24,0,1,10,20,35,20,0,15,10,25,20,10,20,15,3,10,3,8,8,7,4,7,2,2,2,5,0,0
1,23,25,0,1,15,10,30,10,5,30,10,25,20,10,20,15,3,10,3,8,8,7,10,10,6,10,6,9,0,1
1,26,28,1,8,20,20,20,10,10,20,10,20,15,20,20,15,7,9,8,7,7,5,6,7,6,9,5,5,0,0
1,26,26,0,8,18,18,18,19,13,14,10,20,15,20,20,15,7,9,8,7,7,5,6,6,5,5,4,5,0,0
1,26,26,0,8,10,20,20,22,6,22,10,20,15,20,20,15,7,9,8,7,7,7,7,7,5,5,5,7,1,1
1,26,29,0,8,50,7,20,23,0,0,10,20,15,20,20,15,7,9,8,7,7,7,7,7,7,7,7,7,0,0
1,26,39,0,8,40,20,15,20,0,5,10,20,15,20,20,15,7,9,8,7,7,2,2,2,2,2,2,2,0,1
1,26,28,0,8,30,30,20,10,10,0,10,20,15,20,20,15,7,9,8,7,7,7,7,7,7,7,7,7,0,1
1,26,30,0,8,20,25,25,15,5,10,10,20,15,20,20,15,7,9,8,7,7,4,6,6,6,6,4,5,0,0
1,26,22,1,8,40,8,10,12,10,20,10,20,15,20,20,15,7,9,8,7,7,4,6,6,5,5,5,5,0,1
1,26,32,0,8,30,10,30,20,10,0,10,20,15,20,20,15,7,9,8,7,7,2,2,2,2,2,2,2,0,0
1,26,26,0,8,40,5,20,10,10,15,10,20,15,20,20,15,7,9,8,7,7,5,5,5,5,5,5,5,0,0
1,26,25,0,8,30,15,20,20,0,5,10,20,15,20,20,15,7,9,8,7,7,6,6,6,6,6,6,6,0,0
1,26,22,0,8,10,20,35,10,5,20,10,20,15,20,20,15,7,9,8,7,7,5,5,5,5,5,5,5,0,1
1,26,21,0,8,19,24,21,23,5,8,10,20,15,20,20,15,7,9,8,7,7,5,7,7,7,5,6,6,0,1
1,26,24,0,8,10,20,35,20,0,15,10,20,15,20,20,15,7,9,8,7,7,6,6,6,6,6,6,7,1,1
1,26,25,1,8,15,10,30,10,5,30,10,20,15,20,20,15,7,9,8,7,7,5,5,5,5,5,5,5,0,1
1,26,28,0,8,20,20,15,15,5,25,10,20,15,20,20,15,7,9,8,7,7,4,4,4,4,4,4,4,0,0
1,26,27,1,8,20,20,20,20,10,10,10,20,15,20,20,15,7,9,8,7,7,6,6,6,6,6,6,7,0,0
1,27,26,0,3,18,18,18,19,13,14,10,20,20,10,20,20,8,8,8,8,8,7,9,9,8,9,8,8,0,0
1,27,26,0,3,10,20,20,22,6,22,10,20,20,10,20,20,8,8,8,8,8,6,7,8,7,8,7,7,0,0
1,27,28,0,3,30,30,20,10,10,0,10,20,20,10,20,20,8,8,8,8,8,8,8,8,8,7,7,7,0,0
1,27,30,0,3,20,25,25,15,5,10,10,20,20,10,20,20,8,8,8,8,8,6,8,8,7,8,7,7,0,0
1,27,22,1,3,40,8,10,12,10,20,10,20,20,10,20,20,8,8,8,8,8,6,8,7,6,8,6,7,0,1
1,27,32,0,3,30,10,30,20,10,0,10,20,20,10,20,20,8,8,8,8,8,8,8,8,8,8,9,9,1,1
1,27,26,0,3,40,5,20,10,10,15,10,20,20,10,20,20,8,8,8,8,8,7,8,8,8,8,8,7,0,0
1,27,27,0,3,20,15,25,15,20,5,10,20,20,10,20,20,8,8,8,8,8,8,8,8,6,8,7,7,1,0
1,27,25,0,3,30,15,20,20,0,5,10,20,20,10,20,20,8,8,8,8,8,8,8,9,9,8,8,9,0,1
1,27,21,0,3,19,24,21,23,5,8,10,20,20,10,20,20,8,8,8,8,8,6,9,8,8,9,8,7,0,0
1,27,24,0,3,10,20,35,20,0,15,10,20,20,10,20,20,8,8,8,8,8,8,8,8,8,8,8,8,0,0
1,27,25,1,3,15,10,30,10,5,30,10,20,20,10,20,20,8,8,8,8,8,8,8,8,8,8,8,8,0,1
1,27,27,1,3,20,20,20,20,10,10,10,20,20,10,20,20,8,8,8,8,8,7,9,8,8,9,8,8,0,0
1,28,28,0,6,20,20,20,10,10,20,10,10,20,20,20,20,8,7,8,7,7,2,10,10,8,10,6,8,0,1
1,28,26,1,6,18,18,18,19,13,14,10,10,20,20,20,20,8,7,8,7,7,3,7,7,5,7,6,6,0,1
1,28,26,0,6,10,20,20,22,6,22,10,10,20,20,20,20,8,7,8,7,7,2,6,8,4,7,4,5,0,1
1,28,29,1,6,50,7,20,23,0,0,10,10,20,20,20,20,8,7,8,7,7,8,8,9,8,7,6,6,0,0
1,28,39,1,6,40,20,15,20,0,5,10,10,20,20,20,20,8,7,8,7,7,7,6,6,4,6,3,5,0,1
1,28,28,1,6,30,30,20,10,10,0,10,10,20,20,20,20,8,7,8,7,7,8,8,8,7,9,8,9,0,1
1,28,30,0,6,20,25,25,15,5,10,10,10,20,20,20,20,8,7,8,7,7,3,8,8,6,7,5,7,0,1
1,28,22,0,6,40,8,10,12,10,20,10,10,20,20,20,20,8,7,8,7,7,3,8,9,2,9,2,4,0,1
1,28,32,1,6,30,10,30,20,10,0,10,10,20,20,20,20,8,7,8,7,7,2,8,10,1,7,1,2,0,1
1,28,26,1,6,40,5,20,10,10,15,10,10,20,20,20,20,8,7,8,7,7,4,9,8,6,7,6,7,0,1
1,28,27,1,6,20,15,25,15,20,5,10,10,20,20,20,20,8,7,8,7,7,6,8,8,8,4,7,8,0,1
1,28,25,0,6,30,15,20,20,0,5,10,10,20,20,20,20,8,7,8,7,7,9,9,9,8,2,7,7,0,1
1,28,22,0,6,10,20,35,10,5,20,10,10,20,20,20,20,8,7,8,7,7,4,9,8,9,8,3,7,0,0
1,28,21,1,6,19,24,21,23,5,8,10,10,20,20,20,20,8,7,8,7,7,2,7,6,8,6,4,8,0,1
1,28,24,1,6,10,20,35,20,0,15,10,10,20,20,20,20,8,7,8,7,7,7,7,7,8,7,7,8,0,1
1,28,25,0,6,15,10,30,10,5,30,10,10,20,20,20,20,8,7,8,7,7,6,9,8,8,8,7,7,0,1
1,28,28,1,6,20,20,15,15,5,25,10,10,20,20,20,20,8,7,8,7,7,6,6,7,6,7,6,6,0,0
1,28,27,0,6,20,20,20,20,10,10,10,10,20,20,20,20,8,7,8,7,7,4,9,9,6,7,5,6,0,0
1,25,28,0,2,20,20,20,10,10,20,20,20,20,20,10,10,8,9,8,8,7,7,7,10,10,9,8,8,0,1
1,25,26,0,2,18,18,18,19,13,14,20,20,20,20,10,10,8,9,8,8,7,4,8,7,5,7,4,6,0,0
1,25,26,0,2,10,20,20,22,6,22,20,20,20,20,10,10,8,9,8,8,7,5,10,8,8,9,7,8,0,1
1,25,29,0,2,50,7,20,23,0,0,20,20,20,20,10,10,8,9,8,8,7,8,9,10,7,8,8,7,0,0
1,25,39,0,2,40,20,15,20,0,5,20,20,20,20,10,10,8,9,8,8,7,7,10,7,7,8,6,9,0,1
1,25,28,0,2,30,30,20,10,10,0,20,20,20,20,10,10,8,9,8,8,7,8,8,10,10,10,10,9,0,1
1,25,30,1,2,20,25,25,15,5,10,20,20,20,20,10,10,8,9,8,8,7,5,10,10,9,10,8,9,0,0
1,25,22,0,2,40,8,10,12,10,20,20,20,20,20,10,10,8,9,8,8,7,5,10,10,8,8,7,9,0,1
1,25,32,0,2,30,10,30,20,10,0,20,20,20,20,10,10,8,9,8,8,7,4,10,9,6,8,6,7,0,1
1,25,26,0,2,40,5,20,10,10,15,20,20,20,20,10,10,8,9,8,8,7,6,8,8,8,9,7,7,0,0
1,25,27,0,2,20,15,25,15,20,5,20,20,20,20,10,10,8,9,8,8,7,8,9,9,7,8,7,8,0,1
1,25,25,0,2,30,15,20,20,0,5,20,20,20,20,10,10,8,9,8,8,7,7,9,9,10,9,8,9,0,1
1,25,22,0,2,10,20,35,10,5,20,20,20,20,20,10,10,8,9,8,8,7,5,10,9,8,9,7,8,0,0
1,25,21,0,2,19,24,21,23,5,8,20,20,20,20,10,10,8,9,8,8,7,7,10,9,10,8,9,10,0,1
1,25,24,0,2,10,20,35,20,0,15,20,20,20,20,10,10,8,9,8,8,7,7,10,10,10,8,10,8,0,0
1,25,25,0,2,15,10,30,10,5,30,20,20,20,20,10,10,8,9,8,8,7,6,10,10,8,8,8,9,0,1
1,25,28,0,2,20,20,15,15,5,25,20,20,20,20,10,10,8,9,8,8,7,7,8,8,9,8,6,8,0,0
1,25,27,0,2,20,20,20,20,10,10,20,20,20,20,10,10,8,9,8,8,7,6,10,9,8,8,7,8,0,0
1,35,28,0,1,20,20,20,10,10,20,10,32,20,12,11,15,5,9,9,5,5,4,6,7,6,9,8,5,0,1
1,35,26,0,1,18,18,18,19,13,14,10,32,20,12,11,15,5,9,9,5,5,5,6,8,7,8,8,6,0,1
1,35,26,1,1,10,20,20,22,6,22,10,32,20,12,11,15,5,9,9,5,5,4,8,8,5,7,6,5,0,0
1,35,29,0,1,50,7,20,23,0,0,10,32,20,12,11,15,5,9,9,5,5,8,6,7,7,7,6,5,0,1
1,35,39,0,1,40,20,15,20,0,5,10,32,20,12,11,15,5,9,9,5,5,5,6,7,4,5,4,5,0,1
1,35,28,0,1,30,30,20,10,10,0,10,32,20,12,11,15,5,9,9,5,5,8,7,8,8,8,7,7,0,1
1,35,30,0,1,20,25,25,15,5,10,10,32,20,12,11,15,5,9,9,5,5,4,8,7,4,5,3,4,0,0
1,35,22,0,1,40,8,10,12,10,20,10,32,20,12,11,15,5,9,9,5,5,5,8,8,7,8,6,7,0,1
1,35,32,0,1,30,10,30,20,10,0,10,32,20,12,11,15,5,9,9,5,5,5,7,8,6,7,4,6,0,1
